id,clause_id,article_id,article_code,clause_no,point,text,role,normalized_text
article_190_clause_2_point_k,article_190_clause_2,article_190,190,2,k,"Buôn bán qua biên giới, trừ hàng hóa là thuốc lá điếu nhập lậu;",definition_or_list,buon ban qua bien gioi tru hang hoa la thuoc la dieu nhap lau
article_190_clause_2_point_l,article_190_clause_2,article_190,190,2,l,Tái phạm nguy hiểm.,condition_or_rule,tai pham nguy hiem
article_190_clause_3_point_a,article_190_clause_3,article_190,190,3,a,"Thuốc bảo vệ thực vật mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng 300 kilôgam trở lên hoặc 300 lít trở lên;",condition_or_rule,thuoc bao ve thuc vat ma nha nuoc cam kinh doanh cam luu hanh cam su dung 300 kilogam tro len hoac 300 lit tro len
article_190_clause_3_point_b,article_190_clause_3,article_190,190,3,b,Thuốc lá điếu nhập lậu 4.500 bao trở lên;,condition_or_rule,thuoc la dieu nhap lau 4 500 bao tro len
article_190_clause_3_point_c,article_190_clause_3,article_190,190,3,c,Pháo nổ 120 kilôgam trở lên;,condition_or_rule,phao no 120 kilogam tro len
article_190_clause_3_point_d,article_190_clause_3,article_190,190,3,d,"Hàng hóa khác mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng trị giá 500.000.000 đồng trở lên hoặc thu lợi bất chính 500.000.000 đồng trở lên;",condition_or_rule,hang hoa khac ma nha nuoc cam kinh doanh cam luu hanh cam su dung tri gia 500 000 000 dong tro len hoac thu loi bat chinh 500 000 000 dong tro len
article_190_clause_3_point_d,article_190_clause_3,article_190,190,3,đ,"Hàng hóa chưa được phép lưu hành, chưa được phép sử dụng tại Việt Nam trị giá 1.000.000.000 đồng trở lên hoặc thu lợi bất chính 700.000.000 đồng trở lên.",condition_or_rule,hang hoa chua duoc phep luu hanh chua duoc phep su dung tai viet nam tri gia 1 000 000 000 dong tro len hoac thu loi bat chinh 700 000 000 dong tro len
article_190_clause_5_point_a,article_190_clause_5,article_190,190,5,a,"Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 1 dieu nay thi bi phat tien tu 1 000 000 000 dong den 3 000 000 000 dong
article_190_clause_5_point_b,article_190_clause_5,article_190,190,5,b,"Phạm tội thuộc một trong các trường hợp quy định tại các điểm a, d, đ, e, g, h, i, k và l khoản 2 Điều này, thì bị phạt tiền từ 3.000.000.000 đồng đến 6.000.000.000 đồng;",penalty_frame,pham toi thuoc mot trong cac truong hop quy dinh tai cac diem a d d e g h i k va l khoan 2 dieu nay thi bi phat tien tu 3 000 000 000 dong den 6 000 000 000 dong
article_190_clause_5_point_c,article_190_clause_5,article_190,190,5,c,"Phạm tội thuộc trường hợp quy định tại khoản 3 Điều này, thì bị phạt tiền từ 6.000.000.000 đồng đến 9.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 3 dieu nay thi bi phat tien tu 6 000 000 000 dong den 9 000 000 000 dong hoac dinh chi hoat dong co thoi han tu 06 thang den 03 nam
article_190_clause_5_point_d,article_190_clause_5,article_190,190,5,d,"Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;",condition_or_rule,pham toi thuoc truong hop quy dinh tai dieu 79 cua bo luat nay thi bi dinh chi hoat dong vinh vien
article_190_clause_5_point_d,article_190_clause_5,article_190,190,5,đ,"Pháp nhân thương mại còn có thể bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.",penalty_frame,phap nhan thuong mai con co the bi phat tien tu 50 000 000 dong den 200 000 000 dong cam kinh doanh cam hoat dong trong mot so linh vuc nhat dinh hoac cam huy dong von tu 01 nam den 03 nam
article_191_clause_1_point_a,article_191_clause_1,article_191,191,1,a,"Thuốc bảo vệ thực vật mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng từ 50 kilôgam đến dưới 100 kilôgam hoặc từ 50 lít đến dưới 100 lít;",condition_or_rule,thuoc bao ve thuc vat ma nha nuoc cam kinh doanh cam luu hanh cam su dung tu 50 kilogam den duoi 100 kilogam hoac tu 50 lit den duoi 100 lit
article_191_clause_1_point_b,article_191_clause_1,article_191,191,1,b,Thuốc lá điếu nhập lậu từ 1.500 bao đến dưới 3.000 bao;,condition_or_rule,thuoc la dieu nhap lau tu 1 500 bao den duoi 3 000 bao
article_191_clause_1_point_c,article_191_clause_1,article_191,191,1,c,Pháo nổ từ 06 kilôgam đến dưới 40 kilôgam;,condition_or_rule,phao no tu 06 kilogam den duoi 40 kilogam
article_191_clause_1_point_d,article_191_clause_1,article_191,191,1,d,"Hàng hóa khác mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng trị giá từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc thu lợi bất chính từ 50.000.000 đồng đến dưới 200.000.000 đồng;",condition_or_rule,hang hoa khac ma nha nuoc cam kinh doanh cam luu hanh cam su dung tri gia tu 100 000 000 dong den duoi 300 000 000 dong hoac thu loi bat chinh tu 50 000 000 dong den duoi 200 000 000 dong
article_191_clause_1_point_d,article_191_clause_1,article_191,191,1,đ,"Hàng hóa chưa được phép lưu hành, chưa được phép sử dụng tại Việt Nam trị giá từ 200.000.000 đồng đến dưới 500.000.000 đồng hoặc thu lợi bất chính từ 100.000.000 đồng đến dưới 300.000.000 đồng;",condition_or_rule,hang hoa chua duoc phep luu hanh chua duoc phep su dung tai viet nam tri gia tu 200 000 000 dong den duoi 500 000 000 dong hoac thu loi bat chinh tu 100 000 000 dong den duoi 300 000 000 dong
article_191_clause_1_point_e,article_191_clause_1,article_191,191,1,e,"Hàng hóa dưới mức quy định tại các điểm a, b, c, d và đ khoản này nhưng đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc tại một trong các điều 188, 189, 190, 192, 193, 194, 195, 196 và 200 của Bộ luật này hoặc đã bị kết án về một trong các tội này, chưa được xóa án tích mà còn vi phạm.",condition_or_rule,hang hoa duoi muc quy dinh tai cac diem a b c d va d khoan nay nhung da bi xu phat vi pham hanh chinh ve mot trong cac hanh vi quy dinh tai dieu nay hoac tai mot trong cac dieu 188 189 190 192 193 194 195 196 va 200 cua bo luat nay hoac da bi ket an ve mot trong cac toi nay chua duoc xoa an tich ma con vi pham
article_191_clause_2_point_a,article_191_clause_2,article_191,191,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_191_clause_2_point_b,article_191_clause_2,article_191,191,2,b,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_191_clause_2_point_c,article_191_clause_2,article_191,191,2,c,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_191_clause_2_point_d,article_191_clause_2,article_191,191,2,d,Có tính chất chuyên nghiệp;,condition_or_rule,co tinh chat chuyen nghiep
article_191_clause_2_point_d,article_191_clause_2,article_191,191,2,đ,"Thuốc bảo vệ thực vật mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng từ 100 kilôgam đến dưới 300 kilôgam hoặc từ 100 lít đến dưới 300 lít;",condition_or_rule,thuoc bao ve thuc vat ma nha nuoc cam kinh doanh cam luu hanh cam su dung tu 100 kilogam den duoi 300 kilogam hoac tu 100 lit den duoi 300 lit
article_191_clause_2_point_e,article_191_clause_2,article_191,191,2,e,Thuốc lá điếu nhập lậu từ 3.000 bao đến dưới 4.500 bao;,condition_or_rule,thuoc la dieu nhap lau tu 3 000 bao den duoi 4 500 bao
article_191_clause_2_point_g,article_191_clause_2,article_191,191,2,g,Pháo nổ từ 40 kilôgam đến dưới 120 kilôgam;,condition_or_rule,phao no tu 40 kilogam den duoi 120 kilogam
article_191_clause_2_point_h,article_191_clause_2,article_191,191,2,h,"Hàng hóa khác mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng trị giá từ 300.000.000 đồng đến dưới 500.000.000 đồng hoặc thu lợi bất chính từ 200.000.000 đồng đến dưới 500.000.000 đồng;",condition_or_rule,hang hoa khac ma nha nuoc cam kinh doanh cam luu hanh cam su dung tri gia tu 300 000 000 dong den duoi 500 000 000 dong hoac thu loi bat chinh tu 200 000 000 dong den duoi 500 000 000 dong
article_191_clause_2_point_i,article_191_clause_2,article_191,191,2,i,"Hàng hóa chưa được phép lưu hành, chưa được phép sử dụng tại Việt Nam trị giá từ 500.000.000 đồng đến dưới 1.000.000.000 đồng hoặc thu lợi bất chính từ 300.000.000 đồng đến dưới 700.000.000 đồng;",condition_or_rule,hang hoa chua duoc phep luu hanh chua duoc phep su dung tai viet nam tri gia tu 500 000 000 dong den duoi 1 000 000 000 dong hoac thu loi bat chinh tu 300 000 000 dong den duoi 700 000 000 dong
article_191_clause_2_point_k,article_191_clause_2,article_191,191,2,k,"Vận chuyển qua biên giới, trừ hàng hóa là thuốc lá điếu nhập lậu;",definition_or_list,van chuyen qua bien gioi tru hang hoa la thuoc la dieu nhap lau
article_191_clause_2_point_l,article_191_clause_2,article_191,191,2,l,Tái phạm nguy hiểm.,condition_or_rule,tai pham nguy hiem
article_191_clause_3_point_a,article_191_clause_3,article_191,191,3,a,"Thuốc bảo vệ thực vật mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng 300 kilôgam trở lên hoặc 300 lít trở lên;",condition_or_rule,thuoc bao ve thuc vat ma nha nuoc cam kinh doanh cam luu hanh cam su dung 300 kilogam tro len hoac 300 lit tro len
article_191_clause_3_point_b,article_191_clause_3,article_191,191,3,b,Thuốc lá điếu nhập lậu 4.500 bao trở lên;,condition_or_rule,thuoc la dieu nhap lau 4 500 bao tro len
article_191_clause_3_point_c,article_191_clause_3,article_191,191,3,c,Pháo nổ 120 kilôgam trở lên;,condition_or_rule,phao no 120 kilogam tro len
article_191_clause_3_point_d,article_191_clause_3,article_191,191,3,d,"Hàng hóa khác mà Nhà nước cấm kinh doanh, cấm lưu hành, cấm sử dụng trị giá 500.000.000 đồng trở lên hoặc thu lợi bất chính 500.000.000 đồng trở lên;",condition_or_rule,hang hoa khac ma nha nuoc cam kinh doanh cam luu hanh cam su dung tri gia 500 000 000 dong tro len hoac thu loi bat chinh 500 000 000 dong tro len
article_191_clause_3_point_d,article_191_clause_3,article_191,191,3,đ,"Hàng hóa chưa được phép lưu hành, chưa được phép sử dụng tại Việt Nam trị giá 1.000.000.000 đồng trở lên hoặc thu lợi bất chính 700.000.000 đồng trở lên.",condition_or_rule,hang hoa chua duoc phep luu hanh chua duoc phep su dung tai viet nam tri gia 1 000 000 000 dong tro len hoac thu loi bat chinh 700 000 000 dong tro len
article_191_clause_5_point_a,article_191_clause_5,article_191,191,5,a,"Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 300.000.000 đồng đến 1.000.000.000 đồng;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 1 dieu nay thi bi phat tien tu 300 000 000 dong den 1 000 000 000 dong
article_191_clause_5_point_b,article_191_clause_5,article_191,191,5,b,"Phạm tội thuộc một trong các trường hợp quy định tại các điểm a, d, đ, e, g, h, i, k và l khoản 2 Điều này, thì bị phạt tiền từ 1.000.000.000 đồng đến 3.000.000.000 đồng;",penalty_frame,pham toi thuoc mot trong cac truong hop quy dinh tai cac diem a d d e g h i k va l khoan 2 dieu nay thi bi phat tien tu 1 000 000 000 dong den 3 000 000 000 dong
article_191_clause_5_point_c,article_191_clause_5,article_191,191,5,c,"Phạm tội thuộc trường hợp quy định tại khoản 3 Điều này, thì bị phạt tiền từ 3.000.000.000 đồng đến 5.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 3 dieu nay thi bi phat tien tu 3 000 000 000 dong den 5 000 000 000 dong hoac dinh chi hoat dong co thoi han tu 06 thang den 03 nam
article_191_clause_5_point_d,article_191_clause_5,article_191,191,5,d,"Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;",condition_or_rule,pham toi thuoc truong hop quy dinh tai dieu 79 cua bo luat nay thi bi dinh chi hoat dong vinh vien
article_191_clause_5_point_d,article_191_clause_5,article_191,191,5,đ,"Pháp nhân thương mại còn có thể bị phạt tiền từ 50.000.000 đồng đến 200.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.",penalty_frame,phap nhan thuong mai con co the bi phat tien tu 50 000 000 dong den 200 000 000 dong cam kinh doanh cam hoat dong trong mot so linh vuc nhat dinh hoac cam huy dong von tu 01 nam den 03 nam
article_192_clause_1_point_a,article_192_clause_1,article_192,192,1,a,"Hàng giả tương đương với số lượng của hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật, công dụng trị giá từ 30.000.000 đồng đến dưới 150.000.000 đồng hoặc dưới 30.000.000 đồng nhưng đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc tại một trong các điều 188, 189, 190, 191, 193, 194, 195, 196 và 200 của Bộ luật này hoặc đã bị kết án về một trong các tội này, chưa được xóa án tích mà còn vi phạm;",condition_or_rule,hang gia tuong duong voi so luong cua hang that hoac hang hoa co cung tinh nang ky thuat cong dung tri gia tu 30 000 000 dong den duoi 150 000 000 dong hoac duoi 30 000 000 dong nhung da bi xu phat vi pham hanh chinh ve mot trong cac hanh vi quy dinh tai dieu nay hoac tai mot trong cac dieu 188 189 190 191 193 194 195 196 va 200 cua bo luat nay hoac da bi ket an ve mot trong cac toi nay chua duoc xoa an tich ma con vi pham
article_192_clause_1_point_b,article_192_clause_1,article_192,192,1,b,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60
article_192_clause_1_point_c,article_192_clause_1,article_192,192,1,c,Thu lợi bất chính từ 50.000.000 đồng đến dưới 100.000.000 đồng;,condition_or_rule,thu loi bat chinh tu 50 000 000 dong den duoi 100 000 000 dong
article_192_clause_1_point_d,article_192_clause_1,article_192,192,1,d,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,condition_or_rule,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong
article_192_clause_2_point_a,article_192_clause_2,article_192,192,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_192_clause_2_point_b,article_192_clause_2,article_192,192,2,b,Có tính chất chuyên nghiệp;,condition_or_rule,co tinh chat chuyen nghiep
article_192_clause_2_point_c,article_192_clause_2,article_192,192,2,c,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_192_clause_2_point_d,article_192_clause_2,article_192,192,2,d,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_192_clause_2_point_d,article_192_clause_2,article_192,192,2,đ,"Hàng giả tương đương với số lượng của hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật, công dụng trị giá từ 150.000.000 đồng đến dưới 500.000.000 đồng;",condition_or_rule,hang gia tuong duong voi so luong cua hang that hoac hang hoa co cung tinh nang ky thuat cong dung tri gia tu 150 000 000 dong den duoi 500 000 000 dong
article_192_clause_2_point_e,article_192_clause_2,article_192,192,2,e,Thu lợi bất chính từ 100.000.000 đồng đến dưới 500.000.000 đồng;,condition_or_rule,thu loi bat chinh tu 100 000 000 dong den duoi 500 000 000 dong
article_192_clause_2_point_g,article_192_clause_2,article_192,192,2,g,Làm chết người;,condition_or_rule,lam chet nguoi
article_192_clause_2_point_h,article_192_clause_2,article_192,192,2,h,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len
article_192_clause_2_point_i,article_192_clause_2,article_192,192,2,i,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121
article_192_clause_2_point_k,article_192_clause_2,article_192,192,2,k,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng;,condition_or_rule,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong
article_192_clause_2_point_l,article_192_clause_2,article_192,192,2,l,Buôn bán qua biên giới;,condition_or_rule,buon ban qua bien gioi
article_192_clause_2_point_m,article_192_clause_2,article_192,192,2,m,Tái phạm nguy hiểm.,condition_or_rule,tai pham nguy hiem
article_192_clause_3_point_a,article_192_clause_3,article_192,192,3,a,"Hàng giả tương đương với số lượng của hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật, công dụng trị giá 500.000.000 đồng trở lên;",condition_or_rule,hang gia tuong duong voi so luong cua hang that hoac hang hoa co cung tinh nang ky thuat cong dung tri gia 500 000 000 dong tro len
article_192_clause_3_point_b,article_192_clause_3,article_192,192,3,b,Thu lợi bất chính 500.000.000 đồng trở lên;,condition_or_rule,thu loi bat chinh 500 000 000 dong tro len
article_192_clause_3_point_c,article_192_clause_3,article_192,192,3,c,Làm chết 02 người trở lên;,condition_or_rule,lam chet 02 nguoi tro len
article_192_clause_3_point_d,article_192_clause_3,article_192,192,3,d,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 122% trở lên;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 122 tro len
article_192_clause_3_point_d,article_192_clause_3,article_192,192,3,đ,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên.,condition_or_rule,gay thiet hai ve tai san 1 500 000 000 dong tro len
article_192_clause_5_point_a,article_192_clause_5,article_192,192,5,a,"Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 1 dieu nay thi bi phat tien tu 2 000 000 000 dong den 6 000 000 000 dong
article_192_clause_5_point_b,article_192_clause_5,article_192,192,5,b,"Phạm tội thuộc một trong các trường hợp quy định tại các điểm a, b, đ, e, g, h, i, k, l và m khoản 2 Điều này, thì bị phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng;",penalty_frame,pham toi thuoc mot trong cac truong hop quy dinh tai cac diem a b d e g h i k l va m khoan 2 dieu nay thi bi phat tien tu 6 000 000 000 dong den 12 000 000 000 dong
article_192_clause_5_point_c,article_192_clause_5,article_192,192,5,c,"Phạm tội thuộc trường hợp quy định tại khoản 3 Điều này, thì bị phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 3 dieu nay thi bi phat tien tu 12 000 000 000 dong den 18 000 000 000 dong hoac dinh chi hoat dong co thoi han tu 06 thang den 03 nam
article_192_clause_5_point_d,article_192_clause_5,article_192,192,5,d,"Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;",condition_or_rule,pham toi thuoc truong hop quy dinh tai dieu 79 cua bo luat nay thi bi dinh chi hoat dong vinh vien
article_192_clause_5_point_d,article_192_clause_5,article_192,192,5,đ,"Pháp nhân thương mại còn có thể bị phạt tiền từ 100.000.000 đồng đến 400.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.”",penalty_frame,phap nhan thuong mai con co the bi phat tien tu 100 000 000 dong den 400 000 000 dong cam kinh doanh cam hoat dong trong mot so linh vuc nhat dinh hoac cam huy dong von tu 01 nam den 03 nam
article_193_clause_2_point_a,article_193_clause_2,article_193,193,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_193_clause_2_point_b,article_193_clause_2,article_193,193,2,b,Có tính chất chuyên nghiệp;,condition_or_rule,co tinh chat chuyen nghiep
article_193_clause_2_point_c,article_193_clause_2,article_193,193,2,c,Tái phạm nguy hiểm;,condition_or_rule,tai pham nguy hiem
article_193_clause_2_point_d,article_193_clause_2,article_193,193,2,d,"Lợi dụng chức vụ, quyền hạn;",condition_or_rule,loi dung chuc vu quyen han
article_193_clause_2_point_d,article_193_clause_2,article_193,193,2,đ,"Lợi dụng danh nghĩa cơ quan, tổ chức;",condition_or_rule,loi dung danh nghia co quan to chuc
article_193_clause_2_point_e,article_193_clause_2,article_193,193,2,e,Buôn bán qua biên giới;,condition_or_rule,buon ban qua bien gioi
article_193_clause_2_point_g,article_193_clause_2,article_193,193,2,g,"Hàng giả tương đương với số lượng của hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật, công dụng trị giá từ 150.000.000 đồng đến dưới 500.000.000 đồng;",condition_or_rule,hang gia tuong duong voi so luong cua hang that hoac hang hoa co cung tinh nang ky thuat cong dung tri gia tu 150 000 000 dong den duoi 500 000 000 dong
article_193_clause_2_point_h,article_193_clause_2,article_193,193,2,h,Thu lợi bất chính từ 100.000.000 đồng đến dưới 500.000.000 đồng;,condition_or_rule,thu loi bat chinh tu 100 000 000 dong den duoi 500 000 000 dong
article_193_clause_2_point_i,article_193_clause_2,article_193,193,2,i,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể từ 31% đến 60%;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the tu 31 den 60
article_193_clause_2_point_k,article_193_clause_2,article_193,193,2,k,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng.,condition_or_rule,gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong
article_193_clause_3_point_a,article_193_clause_3,article_193,193,3,a,"Hàng giả tương đương với số lượng của hàng thật hoặc hàng hóa có cùng tính năng kỹ thuật, công dụng trị giá 500.000.000 đồng trở lên;",condition_or_rule,hang gia tuong duong voi so luong cua hang that hoac hang hoa co cung tinh nang ky thuat cong dung tri gia 500 000 000 dong tro len
article_193_clause_3_point_b,article_193_clause_3,article_193,193,3,b,Thu lợi bất chính từ 500.000.000 đồng đến dưới 1.500.000.000 đồng;,condition_or_rule,thu loi bat chinh tu 500 000 000 dong den duoi 1 500 000 000 dong
article_193_clause_3_point_c,article_193_clause_3,article_193,193,3,c,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng;,condition_or_rule,gay thiet hai ve tai san tu 500 000 000 dong den duoi 1 500 000 000 dong
article_193_clause_3_point_d,article_193_clause_3,article_193,193,3,d,Làm chết người;,condition_or_rule,lam chet nguoi
article_193_clause_3_point_d,article_193_clause_3,article_193,193,3,đ,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len
article_193_clause_3_point_e,article_193_clause_3,article_193,193,3,e,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%.,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121
article_193_clause_4_point_a,article_193_clause_4,article_193,193,4,a,Thu lợi bất chính 1.500.000.000 đồng trở lên;,condition_or_rule,thu loi bat chinh 1 500 000 000 dong tro len
article_193_clause_4_point_b,article_193_clause_4,article_193,193,4,b,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên;,condition_or_rule,gay thiet hai ve tai san 1 500 000 000 dong tro len
article_193_clause_4_point_c,article_193_clause_4,article_193,193,4,c,Làm chết 02 người trở lên;,condition_or_rule,lam chet 02 nguoi tro len
article_193_clause_4_point_d,article_193_clause_4,article_193,193,4,d,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 122% trở lên.,condition_or_rule,gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay 122 tro len
article_193_clause_6_point_a,article_193_clause_6,article_193,193,6,a,"Phạm tội thuộc trường hợp quy định tại khoản 1 Điều này, thì bị phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 1 dieu nay thi bi phat tien tu 2 000 000 000 dong den 6 000 000 000 dong
article_193_clause_6_point_b,article_193_clause_6,article_193,193,6,b,"Phạm tội thuộc một trong các trường hợp quy định tại các điểm a, b, c, e, g, h, i và k khoản 2 Điều này, thì bị phạt tiền từ 6.000.000.000 đồng đến 12.000.000.000 đồng;",penalty_frame,pham toi thuoc mot trong cac truong hop quy dinh tai cac diem a b c e g h i va k khoan 2 dieu nay thi bi phat tien tu 6 000 000 000 dong den 12 000 000 000 dong
article_193_clause_6_point_c,article_193_clause_6,article_193,193,6,c,"Phạm tội thuộc trường hợp quy định tại khoản 3 Điều này, thì bị phạt tiền từ 12.000.000.000 đồng đến 18.000.000.000 đồng;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 3 dieu nay thi bi phat tien tu 12 000 000 000 dong den 18 000 000 000 dong
article_193_clause_6_point_d,article_193_clause_6,article_193,193,6,d,"Phạm tội thuộc trường hợp quy định tại khoản 4 Điều này, thì bị phạt tiền từ 18.000.000.000 đồng đến 36.000.000.000 đồng hoặc đình chỉ hoạt động có thời hạn từ 06 tháng đến 03 năm;",penalty_frame,pham toi thuoc truong hop quy dinh tai khoan 4 dieu nay thi bi phat tien tu 18 000 000 000 dong den 36 000 000 000 dong hoac dinh chi hoat dong co thoi han tu 06 thang den 03 nam
article_193_clause_6_point_d,article_193_clause_6,article_193,193,6,đ,"Phạm tội thuộc trường hợp quy định tại Điều 79 của Bộ luật này, thì bị đình chỉ hoạt động vĩnh viễn;",condition_or_rule,pham toi thuoc truong hop quy dinh tai dieu 79 cua bo luat nay thi bi dinh chi hoat dong vinh vien
article_193_clause_6_point_e,article_193_clause_6,article_193,193,6,e,"Pháp nhân thương mại còn có thể bị phạt tiền từ 200.000.000 đồng đến 600.000.000 đồng, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn từ 01 năm đến 03 năm.",penalty_frame,phap nhan thuong mai con co the bi phat tien tu 200 000 000 dong den 600 000 000 dong cam kinh doanh cam hoat dong trong mot so linh vuc nhat dinh hoac cam huy dong von tu 01 nam den 03 nam
article_194_clause_2_point_a,article_194_clause_2,article_194,194,2,a,Có tổ chức;,condition_or_rule,co to chuc
article_194_clause_2_point_b,article_194_clause_2,article_194,194,2,b,Có tính chất chuyên nghiệp;,condition_or_rule,co tinh chat chuyen nghiep
article_194_clause_2_point_c,article_194_clause_2,article_194,194,2,c,Tái phạm nguy hiểm;,condition_or_rule,tai pham nguy hiem
