id,article_id,article_code,owner_id,owner_kind,exception_type,text,normalized_text
exception_clause_article_91_clause_2,article_91,91,article_91_clause_2,Clause,exemption_or_exception,"Người dưới 18 tuổi phạm tội thuộc một trong các trường hợp sau đây và có nhiều tình tiết giảm nhẹ, tự nguyện khắc phục phần lớn hậu quả, nếu không thuộc trường hợp quy định tại Điều 29 của Bộ luật này, thì có thể được miễn trách nhiệm hình sự và áp dụng một trong các biện pháp quy định tại Mục 2 Chương này: a) Người từ đủ 16 tuổi đến dưới 18 tuổi phạm tội ít nghiêm trọng, phạm tội nghiêm trọng, trừ tội phạm quy định tại các điều 134, 141, 171, 248, 249, 250, 251 và 252 của Bộ luật này; b) Người từ đủ 14 tuổi đến dưới 16 tuổi phạm tội rất nghiêm trọng quy định tại khoản 2 Điều 12 của Bộ luật này, trừ tội phạm quy định tại các điều 123, 134, 141, 142, 144, 150, 151, 168, 171, 248, 249, 250, 251 và 252 của Bộ luật này; c) Người dưới 18 tuổi là người đồng phạm có vai trò không đáng kể trong vụ án.",nguoi duoi 18 tuoi pham toi thuoc mot trong cac truong hop sau day va co nhieu tinh tiet giam nhe tu nguyen khac phuc phan lon hau qua neu khong thuoc truong hop quy dinh tai dieu 29 cua bo luat nay thi co the duoc mien trach nhiem hinh su va ap dung mot trong cac bien phap quy dinh tai muc 2 chuong nay a nguoi tu du 16 tuoi den duoi 18 tuoi pham toi it nghiem trong pham toi nghiem trong tru toi pham quy dinh tai cac dieu 134 141 171 248 249 250 251 va 252 cua bo luat nay b nguoi tu du 14 tuoi den duoi 16 tuoi pham toi rat nghiem trong quy dinh tai khoan 2 dieu 12 cua bo luat nay tru toi pham quy dinh tai cac dieu 123 134 141 142 144 150 151 168 171 248 249 250 251 va 252 cua bo luat nay c nguoi duoi 18 tuoi la nguoi dong pham co vai tro khong dang ke trong vu an
exception_clause_article_91_clause_4,article_91,91,article_91_clause_4,Clause,exemption_or_exception,"Khi xét xử, Tòa án chỉ áp dụng hình phạt đối với người dưới 18 tuổi phạm tội nếu xét thấy việc miễn trách nhiệm hình sự và áp dụng một trong các biện pháp quy định tại Mục 2 hoặc việc áp dụng biện pháp giáo dục tại trường giáo dưỡng quy định tại Mục 3 Chương này không bảo đảm hiệu quả giáo dục, phòng ngừa.",khi xet xu toa an chi ap dung hinh phat doi voi nguoi duoi 18 tuoi pham toi neu xet thay viec mien trach nhiem hinh su va ap dung mot trong cac bien phap quy dinh tai muc 2 hoac viec ap dung bien phap giao duc tai truong giao duong quy dinh tai muc 3 chuong nay khong bao dam hieu qua giao duc phong ngua
exception_clause_article_91_clause_6,article_91,91,article_91_clause_6,Clause,exemption_or_exception,"Tòa án chỉ áp dụng hình phạt tù có thời hạn đối với người dưới 18 tuổi phạm tội khi xét thấy các hình phạt và biện pháp giáo dục khác không có tác dụng răn đe, phòng ngừa. Khi xử phạt tù có thời hạn, Tòa án cho người dưới 18 tuổi phạm tội được hưởng mức án nhẹ hơn mức án áp dụng đối với người đủ 18 tuổi trở lên phạm tội tương ứng và với thời hạn thích hợp ngắn nhất. Không áp dụng hình phạt bổ sung đối với người dưới 18 tuổi phạm tội.",toa an chi ap dung hinh phat tu co thoi han doi voi nguoi duoi 18 tuoi pham toi khi xet thay cac hinh phat va bien phap giao duc khac khong co tac dung ran de phong ngua khi xu phat tu co thoi han toa an cho nguoi duoi 18 tuoi pham toi duoc huong muc an nhe hon muc an ap dung doi voi nguoi du 18 tuoi tro len pham toi tuong ung va voi thoi han thich hop ngan nhat khong ap dung hinh phat bo sung doi voi nguoi duoi 18 tuoi pham toi
exception_clause_article_91_clause_7,article_91,91,article_91_clause_7,Clause,exemption_or_exception,"Án đã tuyên đối với người chưa đủ 16 tuổi phạm tội, thì không tính để xác định tái phạm hoặc tái phạm nguy hiểm. TRƯỜNG HỢP ĐƯỢC MIỄN TRÁCH NHIỆM HÌNH SỰ",an da tuyen doi voi nguoi chua du 16 tuoi pham toi thi khong tinh de xac dinh tai pham hoac tai pham nguy hiem truong hop duoc mien trach nhiem hinh su
exception_clause_article_92_clause_0,article_92,92,article_92_clause_0,Clause,exemption_or_exception,"Cơ quan điều tra, Viện kiểm sát hoặc Tòa án chỉ quyết định miễn trách nhiệm hình sự và áp dụng biện pháp khiển trách, hòa giải tại cộng đồng hoặc biện pháp giáo dục tại xã, phường, thị trấn, nếu người dưới 18 tuổi phạm tội hoặc người đại diện hợp pháp của họ đồng ý với việc áp dụng một trong các biện pháp này.",co quan dieu tra vien kiem sat hoac toa an chi quyet dinh mien trach nhiem hinh su va ap dung bien phap khien trach hoa giai tai cong dong hoac bien phap giao duc tai xa phuong thi tran neu nguoi duoi 18 tuoi pham toi hoac nguoi dai dien hop phap cua ho dong y voi viec ap dung mot trong cac bien phap nay
exception_clause_article_94_clause_2,article_94,94,article_94_clause_2,Clause,exemption_or_exception,"Cơ quan điều tra, Viện kiểm sát hoặc Tòa án phối hợp với Ủy ban nhân dân cấp xã tổ chức việc hòa giải tại cộng đồng khi người bị hại hoặc người đại diện hợp pháp của người bị hại đã tự nguyện hòa giải và đề nghị miễn trách nhiệm hình sự.",co quan dieu tra vien kiem sat hoac toa an phoi hop voi uy ban nhan dan cap xa to chuc viec hoa giai tai cong dong khi nguoi bi hai hoac nguoi dai dien hop phap cua nguoi bi hai da tu nguyen hoa giai va de nghi mien trach nhiem hinh su
exception_clause_article_105_clause_2,article_105,105,article_105_clause_2,Clause,exemption_or_exception,"Người dưới 18 tuổi phạm tội bị phạt cải tạo không giam giữ hoặc phạt tù, nếu lập công hoặc mắc bệnh hiểm nghèo, thì được xét giảm ngay và có thể được miễn chấp hành phần hình phạt còn lại.",nguoi duoi 18 tuoi pham toi bi phat cai tao khong giam giu hoac phat tu neu lap cong hoac mac benh hiem ngheo thi duoc xet giam ngay va co the duoc mien chap hanh phan hinh phat con lai
exception_clause_article_110_clause_4,article_110,110,article_110_clause_4,Clause,exemption_or_exception,"Người đã nhận làm gián điệp, nhưng không thực hiện nhiệm vụ được giao và tự thú, thành khẩn khai báo với cơ quan nhà nước có thẩm quyền, thì được miễn trách nhiệm hình sự về tội này.",nguoi da nhan lam gian diep nhung khong thuc hien nhiem vu duoc giao va tu thu thanh khan khai bao voi co quan nha nuoc co tham quyen thi duoc mien trach nhiem hinh su ve toi nay
exception_clause_article_148_clause_1,article_148,148,article_148_clause_1,Clause,exemption_or_exception,"Người nào biết mình bị nhiễm HIV mà cố ý lây truyền HIV cho người khác, trừ trường hợp nạn nhân đã biết về tình trạng nhiễm HIV của người bị HIV và tự nguyện quan hệ tình dục, thì bị phạt tù từ 01 năm đến 03 năm.",nguoi nao biet minh bi nhiem hiv ma co y lay truyen hiv cho nguoi khac tru truong hop nan nhan da biet ve tinh trang nhiem hiv cua nguoi bi hiv va tu nguyen quan he tinh duc thi bi phat tu tu 01 nam den 03 nam
exception_clause_article_151_clause_1,article_151,151,article_151_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tù từ 07 năm đến 12 năm: a) Chuyển giao hoặc tiếp nhận người dưới 16 tuổi để giao, nhận tiền, tài sản hoặc lợi ích vật chất khác, trừ trường hợp vì mục đích nhân đạo; b) Chuyển giao hoặc tiếp nhận người dưới 16 tuổi để bóc lột tình dục, cưỡng bức lao động, lấy bộ phận cơ thể hoặc vì mục đích vô nhân đạo khác; c) Tuyển mộ, vận chuyển, chứa chấp người dưới 16 tuổi để thực hiện hành vi quy định tại điểm a hoặc điểm b khoản này.",nguoi nao thuc hien mot trong cac hanh vi sau day thi bi phat tu tu 07 nam den 12 nam a chuyen giao hoac tiep nhan nguoi duoi 16 tuoi de giao nhan tien tai san hoac loi ich vat chat khac tru truong hop vi muc dich nhan dao b chuyen giao hoac tiep nhan nguoi duoi 16 tuoi de boc lot tinh duc cuong buc lao dong lay bo phan co the hoac vi muc dich vo nhan dao khac c tuyen mo van chuyen chua chap nguoi duoi 16 tuoi de thuc hien hanh vi quy dinh tai diem a hoac diem b khoan nay
exception_clause_article_200_clause_1,article_200,200,article_200_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây trốn thuế với số tiền từ 100.000.000 đồng đến dưới 300.000.000 đồng hoặc dưới 100.000.000 đồng nhưng đã bị xử phạt vi phạm hành chính về hành vi trốn thuế hoặc đã bị kết án về tội này hoặc về một trong các tội quy định tại các điều 188, 189, 190, 191, 192, 193, 194, 195, 196, 202, 250, 251, 253, 254, 304, 305, 306, 309 và 311 của Bộ luật này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 100.000.000 đồng đến 500.000.000 đồng hoặc phạt tù từ 03 tháng đến 01 năm: a) Không nộp hồ sơ đăng ký thuế; không nộp hồ sơ khai thuế; nộp hồ sơ khai thuế sau 90 ngày kể từ ngày hết hạn nộp hồ sơ khai thuế hoặc hết thời hạn gia hạn nộp hồ sơ khai thuế theo quy định của pháp luật; b) Không ghi chép trong sổ kế toán các khoản thu liên quan đến việc xác định số tiền thuế phải nộp; c) Không xuất hóa đơn khi bán hàng hóa, dịch vụ hoặc ghi giá trị trên hóa đơn bán hàng thấp hơn giá trị thanh toán thực tế của hàng hóa, dịch vụ đã bán; d) Sử dụng hóa đơn, chứng từ không hợp pháp để hạch toán hàng hóa, nguyên liệu đầu vào trong hoạt động phát sinh nghĩa vụ thuế làm giảm số tiền thuế phải nộp hoặc làm tăng số tiền thuế được miễn, số tiền thuế được giảm hoặc tăng số tiền thuế được khấu trừ, số tiền thuế được hoàn; đ) Sử dụng chứng từ, tài liệu không hợp pháp khác để xác định sai số tiền thuế phải nộp, số tiền thuế được hoàn; e) Khai sai với thực tế hàng hóa xuất khẩu, nhập khẩu mà không khai bổ sung hồ sơ khai thuế sau khi hàng hóa đã được thông quan, nếu không thuộc trường hợp quy định tại Điều 188 và Điều 189 của Bộ luật này; g) Cố ý không kê khai hoặc khai sai về thuế đối với hàng hóa xuất khẩu, nhập khẩu, nếu không thuộc trường hợp quy định tại Điều 188 và Điều 189 của Bộ luật này; h) Câu kết với người gửi hàng để nhập khẩu hàng hóa, nếu không thuộc trường hợp quy định tại Điều 188 và Điều 189 của Bộ luật này; i) Sử dụng hàng hóa thuộc đối tượng không chịu thuế, miễn thuế, xét miễn thuế không đúng mục đích quy định mà không khai báo việc chuyển đổi mục đích sử dụng với cơ quan quản lý thuế.",nguoi nao thuc hien mot trong cac hanh vi sau day tron thue voi so tien tu 100 000 000 dong den duoi 300 000 000 dong hoac duoi 100 000 000 dong nhung da bi xu phat vi pham hanh chinh ve hanh vi tron thue hoac da bi ket an ve toi nay hoac ve mot trong cac toi quy dinh tai cac dieu 188 189 190 191 192 193 194 195 196 202 250 251 253 254 304 305 306 309 va 311 cua bo luat nay chua duoc xoa an tich ma con vi pham thi bi phat tien tu 100 000 000 dong den 500 000 000 dong hoac phat tu tu 03 thang den 01 nam a khong nop ho so dang ky thue khong nop ho so khai thue nop ho so khai thue sau 90 ngay ke tu ngay het han nop ho so khai thue hoac het thoi han gia han nop ho so khai thue theo quy dinh cua phap luat b khong ghi chep trong so ke toan cac khoan thu lien quan den viec xac dinh so tien thue phai nop c khong xuat hoa don khi ban hang hoa dich vu hoac ghi gia tri tren hoa don ban hang thap hon gia tri thanh toan thuc te cua hang hoa dich vu da ban d su dung hoa don chung tu khong hop phap de hach toan hang hoa nguyen lieu dau vao trong hoat dong phat sinh nghia vu thue lam giam so tien thue phai nop hoac lam tang so tien thue duoc mien so tien thue duoc giam hoac tang so tien thue duoc khau tru so tien thue duoc hoan d su dung chung tu tai lieu khong hop phap khac de xac dinh sai so tien thue phai nop so tien thue duoc hoan e khai sai voi thuc te hang hoa xuat khau nhap khau ma khong khai bo sung ho so khai thue sau khi hang hoa da duoc thong quan neu khong thuoc truong hop quy dinh tai dieu 188 va dieu 189 cua bo luat nay g co y khong ke khai hoac khai sai ve thue doi voi hang hoa xuat khau nhap khau neu khong thuoc truong hop quy dinh tai dieu 188 va dieu 189 cua bo luat nay h cau ket voi nguoi gui hang de nhap khau hang hoa neu khong thuoc truong hop quy dinh tai dieu 188 va dieu 189 cua bo luat nay i su dung hang hoa thuoc doi tuong khong chiu thue mien thue xet mien thue khong dung muc dich quy dinh ma khong khai bao viec chuyen doi muc dich su dung voi co quan quan ly thue
exception_clause_article_206_clause_1,article_206,206,article_206_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây gây thiệt hại cho người khác về tài sản từ 100.000.000 đồng đến dưới 300.000.000 đồng, thì bị phạt tiền từ 50.000.000 đồng đến 300.000.000 đồng hoặc phạt tù từ 06 tháng đến 03 năm: a) Cấp tín dụng cho trường hợp không được cấp tín dụng, trừ trường hợp cấp dưới hình thức phát hành thẻ tín dụng; b) Cấp tín dụng không có bảo đảm hoặc cấp tín dụng với điều kiện ưu đãi cho đối tượng bị hạn chế cấp tín dụng theo quy định của pháp luật; c) Vi phạm quy định về tỷ lệ bảo đảm an toàn cho hoạt động của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài theo quy định của Luật các tổ chức tín dụng; d) Cố ý nâng khống giá trị tài sản bảo đảm khi thẩm định giá để cấp tín dụng đối với trường hợp phải có tài sản bảo đảm; đ) Vi phạm quy định của pháp luật về tổng mức dư nợ cấp tín dụng đối với đối tượng bị hạn chế cấp tín dụng; e) Cấp tín dụng vượt giới hạn so với vốn tự có đối với một khách hàng và người có liên quan, trừ trường hợp có chấp thuận của người có thẩm quyền theo quy định của pháp luật; g) Vi phạm quy định của pháp luật về góp vốn, giới hạn góp vốn, mua cổ phần, điều kiện cấp tín dụng; h) Phát hành, cung ứng, sử dụng phương tiện thanh toán không hợp pháp; làm giả chứng từ thanh toán, phương tiện thanh toán; sử dụng chứng từ thanh toán, phương tiện thanh toán giả; i) Kinh doanh vàng trái phép hoặc kinh doanh ngoại hối trái phép; k) Tiến hành hoạt động ngân hàng khi chưa được cơ quan nhà nước có thẩm quyền cho phép theo quy định của Luật Ngân hàng Nhà nước Việt Nam và Luật các tổ chức tín dụng.",nguoi nao thuc hien mot trong cac hanh vi sau day gay thiet hai cho nguoi khac ve tai san tu 100 000 000 dong den duoi 300 000 000 dong thi bi phat tien tu 50 000 000 dong den 300 000 000 dong hoac phat tu tu 06 thang den 03 nam a cap tin dung cho truong hop khong duoc cap tin dung tru truong hop cap duoi hinh thuc phat hanh the tin dung b cap tin dung khong co bao dam hoac cap tin dung voi dieu kien uu dai cho doi tuong bi han che cap tin dung theo quy dinh cua phap luat c vi pham quy dinh ve ty le bao dam an toan cho hoat dong cua to chuc tin dung chi nhanh ngan hang nuoc ngoai theo quy dinh cua luat cac to chuc tin dung d co y nang khong gia tri tai san bao dam khi tham dinh gia de cap tin dung doi voi truong hop phai co tai san bao dam d vi pham quy dinh cua phap luat ve tong muc du no cap tin dung doi voi doi tuong bi han che cap tin dung e cap tin dung vuot gioi han so voi von tu co doi voi mot khach hang va nguoi co lien quan tru truong hop co chap thuan cua nguoi co tham quyen theo quy dinh cua phap luat g vi pham quy dinh cua phap luat ve gop von gioi han gop von mua co phan dieu kien cap tin dung h phat hanh cung ung su dung phuong tien thanh toan khong hop phap lam gia chung tu thanh toan phuong tien thanh toan su dung chung tu thanh toan phuong tien thanh toan gia i kinh doanh vang trai phep hoac kinh doanh ngoai hoi trai phep k tien hanh hoat dong ngan hang khi chua duoc co quan nha nuoc co tham quyen cho phep theo quy dinh cua luat ngan hang nha nuoc viet nam va luat cac to chuc tin dung
exception_clause_article_213_clause_1,article_213,213,article_213_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây chiếm đoạt tiền bảo hiểm từ 20.000.000 đồng đến dưới 100.000.000 đồng hoặc gây thiệt hại từ 50.000.000 đồng đến dưới 200.000.000 đồng, nếu không thuộc trường hợp quy định tại các điều 174, 353 và 355 của Bộ luật này, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng hoặc phạt cải tạo không giam giữ đến 03 năm: a) Thông đồng với người thụ hưởng quyền lợi bảo hiểm để giải quyết bồi thường bảo hiểm, trả tiền bảo hiểm trái pháp luật; b) Giả mạo tài liệu, cố ý làm sai lệch thông tin để từ chối bồi thường, trả tiền bảo hiểm khi sự kiện bảo hiểm đã xảy ra; c) Giả mạo tài liệu, cố ý làm sai lệch thông tin trong hồ sơ yêu cầu bồi thường, trả tiền bảo hiểm; d) Tự gây thiệt hại về tài sản, sức khỏe của mình để hưởng quyền lợi bảo hiểm, trừ trường hợp luật có quy định khác.",nguoi nao thuc hien mot trong cac hanh vi sau day chiem doat tien bao hiem tu 20 000 000 dong den duoi 100 000 000 dong hoac gay thiet hai tu 50 000 000 dong den duoi 200 000 000 dong neu khong thuoc truong hop quy dinh tai cac dieu 174 353 va 355 cua bo luat nay thi bi phat tien tu 30 000 000 dong den 100 000 000 dong hoac phat cai tao khong giam giu den 03 nam a thong dong voi nguoi thu huong quyen loi bao hiem de giai quyet boi thuong bao hiem tra tien bao hiem trai phap luat b gia mao tai lieu co y lam sai lech thong tin de tu choi boi thuong tra tien bao hiem khi su kien bao hiem da xay ra c gia mao tai lieu co y lam sai lech thong tin trong ho so yeu cau boi thuong tra tien bao hiem d tu gay thiet hai ve tai san suc khoe cua minh de huong quyen loi bao hiem tru truong hop luat co quy dinh khac
exception_clause_article_238_clause_1,article_238,238,article_238_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây, gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121% hoặc gây thiệt hại từ 100.000.000 đồng đến dưới 300.000.000 đồng, nếu không thuộc trường hợp quy định tại Điều 303 của Bộ luật này, thì bị phạt tiền từ 100.000.000 đồng đến 600.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm: a) Xây nhà, công trình trái phép trong phạm vi bảo vệ công trình thủy lợi, đê điều, công trình phòng, chống thiên tai; b) Làm hư hỏng công trình thủy lợi, đê điều, công trình phòng, chống thiên tai, công trình bảo vệ, khai thác, sử dụng, quan trắc, giám sát tài nguyên nước, công trình phòng, chống và khắc phục hậu quả tác hại do nước gây ra; c) Khoan, đào thăm dò, khảo sát, khai thác đất, đá, cát sỏi, khoáng sản, nước dưới đất trái phép; d) Sử dụng chất nổ, gây nổ, gây cháy trong phạm vi bảo vệ công trình thủy lợi, đê điều, công trình phòng, chống thiên tai, công trình bảo vệ, khai thác, sử dụng, quan trắc, giám sát tài nguyên nước, công trình phòng, chống và khắc phục hậu quả tác hại do nước gây ra, trừ trường hợp có giấy phép hoặc trường hợp khẩn cấp do luật định; đ) Vận hành hồ chứa nước không đúng quy trình vận hành hồ chứa, quy trình vận hành liên hồ chứa; vận hành công trình phân lũ, làm chậm lũ không đúng với quy trình, quy chuẩn kỹ thuật cho phép, trừ trường hợp đặc biệt thực hiện theo quyết định của người có thẩm quyền.",nguoi nao thuc hien mot trong cac hanh vi sau day gay thuong tich hoac gay ton hai cho suc khoe cua nguoi khac ma ty le ton thuong co the 61 tro len hoac gay thuong tich hoac gay ton hai cho suc khoe cua 02 nguoi tro len ma tong ty le ton thuong co the cua nhung nguoi nay tu 61 den 121 hoac gay thiet hai tu 100 000 000 dong den duoi 300 000 000 dong neu khong thuoc truong hop quy dinh tai dieu 303 cua bo luat nay thi bi phat tien tu 100 000 000 dong den 600 000 000 dong phat cai tao khong giam giu den 03 nam hoac phat tu tu 03 thang den 02 nam a xay nha cong trinh trai phep trong pham vi bao ve cong trinh thuy loi de dieu cong trinh phong chong thien tai b lam hu hong cong trinh thuy loi de dieu cong trinh phong chong thien tai cong trinh bao ve khai thac su dung quan trac giam sat tai nguyen nuoc cong trinh phong chong va khac phuc hau qua tac hai do nuoc gay ra c khoan dao tham do khao sat khai thac dat da cat soi khoang san nuoc duoi dat trai phep d su dung chat no gay no gay chay trong pham vi bao ve cong trinh thuy loi de dieu cong trinh phong chong thien tai cong trinh bao ve khai thac su dung quan trac giam sat tai nguyen nuoc cong trinh phong chong va khac phuc hau qua tac hai do nuoc gay ra tru truong hop co giay phep hoac truong hop khan cap do luat dinh d van hanh ho chua nuoc khong dung quy trinh van hanh ho chua quy trinh van hanh lien ho chua van hanh cong trinh phan lu lam cham lu khong dung voi quy trinh quy chuan ky thuat cho phep tru truong hop dac biet thuc hien theo quyet dinh cua nguoi co tham quyen
exception_clause_article_240_clause_1,article_240,240,article_240_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây, làm lây lan dịch bệnh truyền nhiễm nguy hiểm cho người, thì bị phạt tiền từ 100.000.000 đồng đến 400.000.000 đồng hoặc phạt tù từ 01 năm đến 05 năm: a) Đưa ra hoặc cho phép đưa ra khỏi vùng có dịch bệnh động vật, thực vật, sản phẩm động vật, thực vật hoặc vật phẩm khác có khả năng lây truyền dịch bệnh nguy hiểm cho người, trừ trường hợp pháp luật có quy định khác; b) Đưa vào hoặc cho phép đưa vào lãnh thổ Việt Nam động vật, thực vật hoặc sản phẩm động vật, thực vật bị nhiễm bệnh hoặc mang mầm bệnh nguy hiểm có khả năng lây truyền cho người; c) Hành vi khác làm lây lan dịch bệnh nguy hiểm cho người",nguoi nao thuc hien mot trong cac hanh vi sau day lam lay lan dich benh truyen nhiem nguy hiem cho nguoi thi bi phat tien tu 100 000 000 dong den 400 000 000 dong hoac phat tu tu 01 nam den 05 nam a dua ra hoac cho phep dua ra khoi vung co dich benh dong vat thuc vat san pham dong vat thuc vat hoac vat pham khac co kha nang lay truyen dich benh nguy hiem cho nguoi tru truong hop phap luat co quy dinh khac b dua vao hoac cho phep dua vao lanh tho viet nam dong vat thuc vat hoac san pham dong vat thuc vat bi nhiem benh hoac mang mam benh nguy hiem co kha nang lay truyen cho nguoi c hanh vi khac lam lay lan dich benh nguy hiem cho nguoi
exception_clause_article_241_clause_1,article_241,241,article_241_clause_1,Clause,exemption_or_exception,"Người nào thực hiện một trong các hành vi sau đây, làm lây lan dịch bệnh nguy hiểm cho động vật, thực vật gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng hoặc đã bị xử phạt vi phạm hành chính về một trong những hành vi này mà còn vi phạm, thì bị phạt tiền từ 100.000.000 đồng đến 400.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 02 năm: a) Đưa vào, mang ra hoặc cho phép đưa vào, mang ra khỏi vùng có dịch động vật, thực vật, sản phẩm động vật, thực vật hoặc vật phẩm khác bị nhiễm bệnh hoặc mang mầm bệnh, trừ trường hợp pháp luật có quy định khác; b) Đưa vào hoặc cho phép đưa vào lãnh thổ Việt Nam động vật, thực vật, sản phẩm động vật, thực vật thuộc diện kiểm dịch mà không thực hiện các quy định của pháp luật về kiểm dịch; c) Hành vi khác làm lây lan dịch bệnh nguy hiểm cho động vật, thực vật.",nguoi nao thuc hien mot trong cac hanh vi sau day lam lay lan dich benh nguy hiem cho dong vat thuc vat gay thiet hai ve tai san tu 100 000 000 dong den duoi 500 000 000 dong hoac da bi xu phat vi pham hanh chinh ve mot trong nhung hanh vi nay ma con vi pham thi bi phat tien tu 100 000 000 dong den 400 000 000 dong phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 02 nam a dua vao mang ra hoac cho phep dua vao mang ra khoi vung co dich dong vat thuc vat san pham dong vat thuc vat hoac vat pham khac bi nhiem benh hoac mang mam benh tru truong hop phap luat co quy dinh khac b dua vao hoac cho phep dua vao lanh tho viet nam dong vat thuc vat san pham dong vat thuc vat thuoc dien kiem dich ma khong thuc hien cac quy dinh cua phap luat ve kiem dich c hanh vi khac lam lay lan dich benh nguy hiem cho dong vat thuc vat
exception_clause_article_247_clause_4,article_247,247,article_247_clause_4,Clause,exemption_or_exception,"Người nào phạm tội thuộc khoản 1 Điều này, nhưng đã tự nguyện phá bỏ, giao nộp cho cơ quan chức năng có thẩm quyền trước khi thu hoạch, thì có thể được miễn trách nhiệm hình sự.",nguoi nao pham toi thuoc khoan 1 dieu nay nhung da tu nguyen pha bo giao nop cho co quan chuc nang co tham quyen truoc khi thu hoach thi co the duoc mien trach nhiem hinh su
exception_clause_article_329_clause_1,article_329,329,article_329_clause_1,Clause,exemption_or_exception,"Người nào đủ 18 tuổi trở lên mua dâm người dưới 18 tuổi trừ trường hợp quy định tại điểm b khoản 1 Điều 142 của Bộ luật này, thì bị phạt tù từ 01 năm đến 05 năm.",nguoi nao du 18 tuoi tro len mua dam nguoi duoi 18 tuoi tru truong hop quy dinh tai diem b khoan 1 dieu 142 cua bo luat nay thi bi phat tu tu 01 nam den 05 nam
exception_clause_article_364_clause_7,article_364,364,article_364_clause_7,Clause,exemption_or_exception,"Người bị ép buộc đưa hối lộ mà chủ động khai báo trước khi bị phát giác, thì được coi là không có tội và được trả lại toàn bộ của đã dùng để đưa hối lộ. Người đưa hối lộ tuy không bị ép buộc nhưng đã chủ động khai báo trước khi bị phát giác, thì có thể được miễn trách nhiệm hình sự và được trả lại một phần hoặc toàn bộ của đã dùng để đưa hối lộ.",nguoi bi ep buoc dua hoi lo ma chu dong khai bao truoc khi bi phat giac thi duoc coi la khong co toi va duoc tra lai toan bo cua da dung de dua hoi lo nguoi dua hoi lo tuy khong bi ep buoc nhung da chu dong khai bao truoc khi bi phat giac thi co the duoc mien trach nhiem hinh su va duoc tra lai mot phan hoac toan bo cua da dung de dua hoi lo
exception_clause_article_365_clause_6,article_365,365,article_365_clause_6,Clause,exemption_or_exception,"Người môi giới hối lộ mà chủ động khai báo trước khi bị phát giác, thì có thể được miễn trách nhiệm hình sự.",nguoi moi gioi hoi lo ma chu dong khai bao truoc khi bi phat giac thi co the duoc mien trach nhiem hinh su
exception_clause_article_379_clause_1,article_379,379,article_379_clause_1,Clause,exemption_or_exception,"Người nào có thẩm quyền mà cố ý không ra quyết định thi hành án hoặc không thi hành quyết định thi hành bản án, quyết định của Tòa án thuộc một trong các trường hợp sau đây, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 06 tháng đến 03 năm: a) Đã bị xử lý kỷ luật về hành vi này mà còn vi phạm; b) Dẫn đến người bị kết án, người phải chấp hành án bỏ trốn; c) Dẫn đến hết thời hiệu thi hành án; d) Dẫn đến người bị kết án, người phải chấp hành án, người có nghĩa vụ thi hành án tẩu tán tài sản và không thi hành được nghĩa vụ thi hành án với số tiền từ 50.000.000 đồng đến dưới 200.000.000 đồng.",nguoi nao co tham quyen ma co y khong ra quyet dinh thi hanh an hoac khong thi hanh quyet dinh thi hanh ban an quyet dinh cua toa an thuoc mot trong cac truong hop sau day thi bi phat cai tao khong giam giu den 03 nam hoac phat tu tu 06 thang den 03 nam a da bi xu ly ky luat ve hanh vi nay ma con vi pham b dan den nguoi bi ket an nguoi phai chap hanh an bo tron c dan den het thoi hieu thi hanh an d dan den nguoi bi ket an nguoi phai chap hanh an nguoi co nghia vu thi hanh an tau tan tai san va khong thi hanh duoc nghia vu thi hanh an voi so tien tu 50 000 000 dong den duoi 200 000 000 dong
