id,article_id,article_code,name,crime_group,chapter_id,status,normalized_name
crime_212,article_212,212,"Tội làm giả tài liệu trong hồ sơ chào bán, niêm yết chứng khoán",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi lam gia tai lieu trong ho so chao ban niem yet chung khoan
crime_213,article_213,213,Tội gian lận trong kinh doanh bảo hiểm,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi gian lan trong kinh doanh bao hiem
crime_214,article_214,214,"Tội gian lận bảo hiểm xã hội, bảo hiểm thất nghiệp",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi gian lan bao hiem xa hoi bao hiem that nghiep
crime_215,article_215,215,Tội gian lận bảo hiểm y tế,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi gian lan bao hiem y te
crime_216,article_216,216,"Tội trốn đóng bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp cho người lao động",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi tron dong bao hiem xa hoi bao hiem y te bao hiem that nghiep cho nguoi lao dong
crime_217,article_217,217,Tội vi phạm quy định về cạnh tranh,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve canh tranh
crime_217a,article_217a,217a,Tội vi phạm quy định về kinh doanh theo phương thức đa cấp,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve kinh doanh theo phuong thuc da cap
crime_218,article_218,218,Tội vi phạm quy định về hoạt động bán đấu giá tài sản,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve hoat dong ban dau gia tai san
crime_219,article_219,219,"Tội vi phạm quy định về quản lý, sử dụng tài sản Nhà nước gây thất thoát, lãng phí",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve quan ly su dung tai san nha nuoc gay that thoat lang phi
crime_220,article_220,220,Tội vi phạm quy định về quản lý và sử dụng vốn đầu tư công gây hậu quả nghiêm trọng,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve quan ly va su dung von dau tu cong gay hau qua nghiem trong
crime_221,article_221,221,Tội vi phạm quy định về kế toán gây hậu quả nghiêm trọng,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve ke toan gay hau qua nghiem trong
crime_222,article_222,222,Tội vi phạm quy định về đấu thầu gây hậu quả nghiêm trọng,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve dau thau gay hau qua nghiem trong
crime_223,article_223,223,"Tội thông đồng, bao che cho người nộp thuế gây hậu quả nghiêm trọng",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi thong dong bao che cho nguoi nop thue gay hau qua nghiem trong
crime_224,article_224,224,Tội vi phạm quy định về đầu tư công trình xây dựng gây hậu quả nghiêm trọng,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve dau tu cong trinh xay dung gay hau qua nghiem trong
crime_225,article_225,225,"Tội xâm phạm quyền tác giả, quyền liên quan",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi xam pham quyen tac gia quyen lien quan
crime_226,article_226,226,Tội xâm phạm quyền sở hữu công nghiệp,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi xam pham quyen so huu cong nghiep
crime_227,article_227,227,"Tội vi phạm quy định về nghiên cứu, thăm dò, khai thác tài nguyên",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve nghien cuu tham do khai thac tai nguyen
crime_228,article_228,228,Tội vi phạm các quy định về sử dụng đất đai,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham cac quy dinh ve su dung dat dai
crime_229,article_229,229,Tội vi phạm các quy định về quản lý đất đai,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham cac quy dinh ve quan ly dat dai
crime_230,article_230,230,"Tội vi phạm quy định về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve boi thuong ho tro tai dinh cu khi nha nuoc thu hoi dat
crime_231,article_231,231,"Tội cố ý làm trái quy định về phân phối tiền, hàng cứu trợ",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi co y lam trai quy dinh ve phan phoi tien hang cuu tro
crime_232,article_232,232,"Tội vi phạm quy định về khai thác, bảo vệ rừng và lâm sản",CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve khai thac bao ve rung va lam san
crime_233,article_233,233,Tội vi phạm quy định về quản lý rừng,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve quan ly rung
crime_234,article_234,234,Tội vi phạm quy định về bảo vệ động vật hoang dã,CÁC TỘI XÂM PHẠM TRẬT TỰ QUẢN LÝ KINH TẾ,chapter_hai_xviii,active,toi vi pham quy dinh ve bao ve dong vat hoang da
crime_235,article_235,235,Tội gây ô nhiễm môi trường,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi gay o nhiem moi truong
crime_236,article_236,236,Tội vi phạm quy định về quản lý chất thải nguy hại,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi vi pham quy dinh ve quan ly chat thai nguy hai
crime_237,article_237,237,"Tội vi phạm quy định về phòng ngừa, ứng phó, khắc phục sự cố môi trường",CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi vi pham quy dinh ve phong ngua ung pho khac phuc su co moi truong
crime_238,article_238,238,"Tội vi phạm quy định về bảo vệ an toàn công trình thủy lợi, đê điều và phòng, chống thiên tai; vi phạm quy định về bảo vệ bờ, bãi sông",CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi vi pham quy dinh ve bao ve an toan cong trinh thuy loi de dieu va phong chong thien tai vi pham quy dinh ve bao ve bo bai song
crime_239,article_239,239,Tội đưa chất thải vào lãnh thổ Việt Nam,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi dua chat thai vao lanh tho viet nam
crime_240,article_240,240,Tội làm lây lan dịch bệnh truyền nhiễm nguy hiểm cho người,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi lam lay lan dich benh truyen nhiem nguy hiem cho nguoi
crime_241,article_241,241,"Tội làm lây lan dịch bệnh nguy hiểm cho động vật, thực vật",CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi lam lay lan dich benh nguy hiem cho dong vat thuc vat
crime_242,article_242,242,Tội hủy hoại nguồn lợi thủy sản,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi huy hoai nguon loi thuy san
crime_243,article_243,243,Tội hủy hoại rừng,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi huy hoai rung
crime_244,article_244,244,"Tội vi phạm quy định về bảo vệ động vật nguy cấp, quý, hiếm",CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi vi pham quy dinh ve bao ve dong vat nguy cap quy hiem
crime_245,article_245,245,Tội vi phạm quy định về quản lý khu bảo tồn thiên nhiên,CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi vi pham quy dinh ve quan ly khu bao ton thien nhien
crime_246,article_246,246,"Tội nhập khẩu, phát tán các loài ngoại lai xâm hại",CÁC TỘI PHẠM VỀ MÔI TRƯỜNG,chapter_hai_xix,active,toi nhap khau phat tan cac loai ngoai lai xam hai
crime_247,article_247,247,"Tội trồng cây thuốc phiện, cây côca, cây cần sa hoặc các loại cây khác có chứa chất ma túy",CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi trong cay thuoc phien cay coca cay can sa hoac cac loai cay khac co chua chat ma tuy
crime_248,article_248,248,Tội sản xuất trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi san xuat trai phep chat ma tuy
crime_249,article_249,249,Tội tàng trữ trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi tang tru trai phep chat ma tuy
crime_250,article_250,250,Tội vận chuyển trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi van chuyen trai phep chat ma tuy
crime_251,article_251,251,Tội mua bán trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi mua ban trai phep chat ma tuy
crime_252,article_252,252,Tội chiếm đoạt chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi chiem doat chat ma tuy
crime_253,article_253,253,"Tội tàng trữ, vận chuyển, mua bán hoặc chiếm đoạt tiền chất dùng vào việc sản xuất trái phép chất ma túy",CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi tang tru van chuyen mua ban hoac chiem doat tien chat dung vao viec san xuat trai phep chat ma tuy
crime_254,article_254,254,"Tội sản xuất, tàng trữ, vận chuyển hoặc mua bán phương tiện, dụng cụ dùng vào việc sản xuất hoặc sử dụng trái phép chất ma túy",CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi san xuat tang tru van chuyen hoac mua ban phuong tien dung cu dung vao viec san xuat hoac su dung trai phep chat ma tuy
crime_255,article_255,255,Tội tổ chức sử dụng trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi to chuc su dung trai phep chat ma tuy
crime_256,article_256,256,Tội chứa chấp việc sử dụng trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi chua chap viec su dung trai phep chat ma tuy
crime_256a,article_256a,256a,Tội sử dụng trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi su dung trai phep chat ma tuy
crime_257,article_257,257,Tội cưỡng bức người khác sử dụng trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi cuong buc nguoi khac su dung trai phep chat ma tuy
crime_258,article_258,258,Tội lôi kéo người khác sử dụng trái phép chất ma túy,CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi loi keo nguoi khac su dung trai phep chat ma tuy
crime_259,article_259,259,"Tội vi phạm quy định về quản lý chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần",CÁC TỘI PHẠM VỀ MA TÚY,chapter_hai_xx,active,toi vi pham quy dinh ve quan ly chat ma tuy tien chat thuoc gay nghien thuoc huong than
crime_260,article_260,260,Tội vi phạm quy định về tham gia giao thông đường bộ,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve tham gia giao thong duong bo
crime_261,article_261,261,Tội cản trở giao thông đường bộ,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi can tro giao thong duong bo
crime_262,article_262,262,"Tội đưa vào sử dụng phương tiện giao thông cơ giới đường bộ, xe máy chuyên dùng không bảo đảm an toàn","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua vao su dung phuong tien giao thong co gioi duong bo xe may chuyen dung khong bao dam an toan
crime_263,article_263,263,Tội điều động người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu dong nguoi khong du dieu kien dieu khien phuong tien tham gia giao thong duong bo
crime_264,article_264,264,Tội giao cho người không đủ điều kiện điều khiển phương tiện tham gia giao thông đường bộ,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi giao cho nguoi khong du dieu kien dieu khien phuong tien tham gia giao thong duong bo
crime_265,article_265,265,Tội tổ chức đua xe trái phép,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi to chuc dua xe trai phep
crime_266,article_266,266,Tội đua xe trái phép,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua xe trai phep
crime_267,article_267,267,Tội vi phạm quy định về điều khiển phương tiện giao thông đường sắt,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve dieu khien phuong tien giao thong duong sat
crime_268,article_268,268,Tội cản trở giao thông đường sắt,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi can tro giao thong duong sat
crime_269,article_269,269,"Tội đưa vào sử dụng phương tiện, thiết bị giao thông đường sắt không bảo đảm an toàn","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua vao su dung phuong tien thiet bi giao thong duong sat khong bao dam an toan
crime_270,article_270,270,Tội điều động người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu dong nguoi khong du dieu kien dieu khien phuong tien giao thong duong sat
crime_271,article_271,271,Tội giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường sắt,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi giao cho nguoi khong du dieu kien dieu khien phuong tien giao thong duong sat
crime_272,article_272,272,Tội vi phạm quy định về điều khiển phương tiện giao thông đường thủy,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve dieu khien phuong tien giao thong duong thuy
crime_273,article_273,273,Tội cản trở giao thông đường thủy,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi can tro giao thong duong thuy
crime_274,article_274,274,Tội đưa vào sử dụng phương tiện giao thông đường thủy không bảo đảm an toàn,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua vao su dung phuong tien giao thong duong thuy khong bao dam an toan
crime_275,article_275,275,Tội điều động người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu dong nguoi khong du dieu kien dieu khien phuong tien giao thong duong thuy
crime_276,article_276,276,Tội giao cho người không đủ điều kiện điều khiển phương tiện giao thông đường thủy,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi giao cho nguoi khong du dieu kien dieu khien phuong tien giao thong duong thuy
crime_277,article_277,277,Tội vi phạm quy định về điều khiển tàu bay,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve dieu khien tau bay
crime_278,article_278,278,Tội cản trở giao thông đường không,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi can tro giao thong duong khong
crime_279,article_279,279,"Tội đưa vào sử dụng tàu bay, thiết bị bảo đảm hoạt động bay không bảo đảm an toàn","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua vao su dung tau bay thiet bi bao dam hoat dong bay khong bao dam an toan
crime_280,article_280,280,Tội điều động hoặc giao cho người không đủ điều kiện điều khiển tàu bay,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu dong hoac giao cho nguoi khong du dieu kien dieu khien tau bay
crime_281,article_281,281,"Tội vi phạm quy định về duy tu, sửa chữa, quản lý công trình giao thông","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve duy tu sua chua quan ly cong trinh giao thong
crime_282,article_282,282,"Tội chiếm đoạt tàu bay, tàu thủy","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi chiem doat tau bay tau thuy
crime_283,article_283,283,Tội điều khiển tàu bay vi phạm quy định về hàng không của nước,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu khien tau bay vi pham quy dinh ve hang khong cua nuoc
crime_284,article_284,284,Tội điều khiển phương tiện hàng hải vi phạm quy định về hàng hải của nước Cộng hòa xã hội chủ nghĩa Việt Nam,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dieu khien phuong tien hang hai vi pham quy dinh ve hang hai cua nuoc cong hoa xa hoi chu nghia viet nam
crime_285,article_285,285,"Tội sản xuất, mua bán, trao đổi hoặc tặng cho công cụ, thiết bị, phần mềm để sử dụng vào mục đích trái pháp luật","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi san xuat mua ban trao doi hoac tang cho cong cu thiet bi phan mem de su dung vao muc dich trai phap luat
crime_286,article_286,286,"Tội phát tán chương trình tin học gây hại cho hoạt động của mạng máy tính, mạng viễn thông, phương tiện điện tử","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi phat tan chuong trinh tin hoc gay hai cho hoat dong cua mang may tinh mang vien thong phuong tien dien tu
crime_287,article_287,287,"Tội cản trở hoặc gây rối loạn hoạt động của mạng máy tính, mạng viễn thông, phương tiện điện tử","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi can tro hoac gay roi loan hoat dong cua mang may tinh mang vien thong phuong tien dien tu
crime_288,article_288,288,"Tội đưa hoặc sử dụng trái phép thông tin mạng máy tính, mạng viễn thông","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi dua hoac su dung trai phep thong tin mang may tinh mang vien thong
crime_289,article_289,289,"Tội xâm nhập trái phép vào mạng máy tính, mạng viễn thông hoặc phương tiện điện tử của người khác","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi xam nhap trai phep vao mang may tinh mang vien thong hoac phuong tien dien tu cua nguoi khac
crime_290,article_290,290,"Tội sử dụng mạng máy tính, mạng viễn thông, phương tiện điện tử thực hiện hành vi chiếm đoạt tài sản","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi su dung mang may tinh mang vien thong phuong tien dien tu thuc hien hanh vi chiem doat tai san
crime_291,article_291,291,"Tội thu thập, tàng trữ, trao đổi, mua bán, công khai hóa trái phép thông tin về tài khoản ngân hàng","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi thu thap tang tru trao doi mua ban cong khai hoa trai phep thong tin ve tai khoan ngan hang
crime_293,article_293,293,"Tội sử dụng trái phép tần số vô tuyến điện dành riêng cho mục đích cấp cứu, an toàn, tìm kiếm, cứu hộ, cứu nạn, quốc phòng, an ninh","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi su dung trai phep tan so vo tuyen dien danh rieng cho muc dich cap cuu an toan tim kiem cuu ho cuu nan quoc phong an ninh
crime_294,article_294,294,Tội cố ý gây nhiễu có hại,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi co y gay nhieu co hai
crime_295,article_295,295,"Tội vi phạm quy định về an toàn lao động, vệ sinh lao động, về an toàn ở nơi đông người","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve an toan lao dong ve sinh lao dong ve an toan o noi dong nguoi
crime_296,article_296,296,Tội vi phạm quy định về sử dụng người lao động dưới 16 tuổi,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve su dung nguoi lao dong duoi 16 tuoi
crime_297,article_297,297,Tội cưỡng bức lao động,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi cuong buc lao dong
crime_298,article_298,298,Tội vi phạm quy định về xây dựng gây hậu quả nghiêm trọng,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve xay dung gay hau qua nghiem trong
crime_299,article_299,299,Tội khủng bố,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi khung bo
crime_300,article_300,300,Tội tài trợ khủng bố,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi tai tro khung bo
crime_301,article_301,301,Tội bắt cóc con tin,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi bat coc con tin
crime_302,article_302,302,Tội cướp biển,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi cuop bien
crime_303,article_303,303,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi pha huy cong trinh co so phuong tien quan trong ve an ninh quoc gia
crime_304,article_304,304,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi che tao tang tru van chuyen su dung mua ban trai phep hoac chiem doat vu khi quan dung phuong tien ky thuat quan su
crime_305,article_305,305,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vật liệu nổ","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi che tao tang tru van chuyen su dung mua ban trai phep hoac chiem doat vat lieu no
crime_306,article_306,306,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt súng săn, vũ khí thô sơ, vũ khí thể thao hoặc công cụ hỗ trợ","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi che tao tang tru van chuyen su dung mua ban trai phep hoac chiem doat sung san vu khi tho so vu khi the thao hoac cong cu ho tro
crime_307,article_307,307,"Tội vi phạm quy định về quản lý vũ khí, vật liệu nổ, công cụ hỗ trợ","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve quan ly vu khi vat lieu no cong cu ho tro
crime_308,article_308,308,"Tội thiếu trách nhiệm trong việc giữ vũ khí, vật liệu nổ, công cụ hỗ trợ gây hậu quả nghiêm trọng","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi thieu trach nhiem trong viec giu vu khi vat lieu no cong cu ho tro gay hau qua nghiem trong
crime_309,article_309,309,"Tội sản xuất, tàng trữ, vận chuyển, sử dụng, phát tán, mua bán trái phép hoặc chiếm đoạt chất phóng xạ, vật liệu hạt nhân","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi san xuat tang tru van chuyen su dung phat tan mua ban trai phep hoac chiem doat chat phong xa vat lieu hat nhan
crime_310,article_310,310,"Tội vi phạm quy định về quản lý chất phóng xạ, vật liệu hạt nhân","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve quan ly chat phong xa vat lieu hat nhan
crime_311,article_311,311,"Tội sản xuất, tàng trữ, vận chuyển, sử dụng hoặc mua bán trái phép chất cháy, chất độc","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi san xuat tang tru van chuyen su dung hoac mua ban trai phep chat chay chat doc
crime_312,article_312,312,"Tội vi phạm quy định về quản lý chất cháy, chất độc","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",chapter_hai_xxi,active,toi vi pham quy dinh ve quan ly chat chay chat doc
