id,article_id,owner_id,owner_kind,article_code,clause_no,point,text,rule_type,priority,normalized_text
rule_article_35_clause_2,article_35,article_35_clause_2,Clause,35,2,,"Hình phạt tiền được áp dụng là hình phạt bổ sung đối với người phạm tội về tham nhũng, ma túy hoặc những tội phạm khác do Bộ luật này quy định.",definition_or_list,2,hinh phat tien duoc ap dung la hinh phat bo sung doi voi nguoi pham toi ve tham nhung ma tuy hoac nhung toi pham khac do bo luat nay quy dinh
rule_article_35_clause_3,article_35,article_35_clause_3,Clause,35,3,,"Mức tiền phạt được quyết định căn cứ vào tính chất và mức độ nguy hiểm của tội phạm, đồng thời có xét đến tình hình tài sản của người phạm tội, sự biến động của giá cả, nhưng không được thấp hơn 1.000.000 đồng.",condition_or_rule,3,muc tien phat duoc quyet dinh can cu vao tinh chat va muc do nguy hiem cua toi pham dong thoi co xet den tinh hinh tai san cua nguoi pham toi su bien dong cua gia ca nhung khong duoc thap hon 1 000 000 dong
rule_article_35_clause_4,article_35,article_35_clause_4,Clause,35,4,,Hình phạt tiền đối với pháp nhân thương mại phạm tội được quy định tại Điều 77 của Bộ luật này.,condition_or_rule,4,hinh phat tien doi voi phap nhan thuong mai pham toi duoc quy dinh tai dieu 77 cua bo luat nay
rule_article_36_clause_1,article_36,article_36_clause_1,Clause,36,1,,"Cải tạo không giam giữ được áp dụng từ 06 tháng đến 03 năm đối với người phạm tội ít nghiêm trọng, phạm tội nghiêm trọng do Bộ luật này quy định mà đang có nơi làm việc ổn định hoặc có nơi cư trú rõ ràng nếu xét thấy không cần thiết phải cách ly người phạm tội khỏi xã hội. Nếu người bị kết án đã bị tạm giữ, tạm giam thì thời gian tạm giữ, tạm giam được trừ vào thời gian chấp hành hình phạt cải tạo không giam giữ, cứ 01 ngày tạm giữ, tạm giam bằng 03 ngày cải tạo không giam giữ.",condition_or_rule,1,cai tao khong giam giu duoc ap dung tu 06 thang den 03 nam doi voi nguoi pham toi it nghiem trong pham toi nghiem trong do bo luat nay quy dinh ma dang co noi lam viec on dinh hoac co noi cu tru ro rang neu xet thay khong can thiet phai cach ly nguoi pham toi khoi xa hoi neu nguoi bi ket an da bi tam giu tam giam thi thoi gian tam giu tam giam duoc tru vao thoi gian chap hanh hinh phat cai tao khong giam giu cu 01 ngay tam giu tam giam bang 03 ngay cai tao khong giam giu
rule_article_36_clause_2,article_36,article_36_clause_2,Clause,36,2,,"Tòa án giao người bị phạt cải tạo không giam giữ cho cơ quan, tổ chức nơi người đó làm việc, học tập hoặc Ủy ban nhân dân cấp xã nơi người đó cư trú để giám sát, giáo dục. Gia đình người bị kết án có trách nhiệm phối hợp với cơ quan, tổ chức hoặc Ủy ban nhân dân cấp xã trong việc giám sát, giáo dục người đó.",penalty_frame,2,toa an giao nguoi bi phat cai tao khong giam giu cho co quan to chuc noi nguoi do lam viec hoc tap hoac uy ban nhan dan cap xa noi nguoi do cu tru de giam sat giao duc gia dinh nguoi bi ket an co trach nhiem phoi hop voi co quan to chuc hoac uy ban nhan dan cap xa trong viec giam sat giao duc nguoi do
rule_article_36_clause_3,article_36,article_36_clause_3,Clause,36,3,,"Trong thời gian chấp hành án, người bị kết án phải thực hiện một số nghĩa vụ theo các quy định về cải tạo không giam giữ và bị khấu trừ một phần thu nhập từ 05% đến 20% để sung quỹ nhà nước. Việc khấu trừ thu nhập được thực hiện hàng tháng. Trong trường hợp đặc biệt, Tòa án có thể cho miễn việc khấu trừ thu nhập, nhưng phải ghi rõ lý do trong bản án. Không khấu trừ thu nhập đối với người chấp hành án là người đang thực hiện nghĩa vụ quân sự.",condition_or_rule,3,trong thoi gian chap hanh an nguoi bi ket an phai thuc hien mot so nghia vu theo cac quy dinh ve cai tao khong giam giu va bi khau tru mot phan thu nhap tu 05 den 20 de sung quy nha nuoc viec khau tru thu nhap duoc thuc hien hang thang trong truong hop dac biet toa an co the cho mien viec khau tru thu nhap nhung phai ghi ro ly do trong ban an khong khau tru thu nhap doi voi nguoi chap hanh an la nguoi dang thuc hien nghia vu quan su
rule_article_36_clause_4,article_36,article_36_clause_4,Clause,36,4,,"Trường hợp người bị phạt cải tạo không giam giữ không có việc làm hoặc bị mất việc làm trong thời gian chấp hành hình phạt này thì phải thực hiện một số công việc lao động phục vụ cộng đồng trong thời gian cải tạo không giam giữ. Thời gian lao động phục vụ cộng đồng không quá 04 giờ trong một ngày và không quá 05 ngày trong 01 tuần. Không áp dụng biện pháp lao động phục vụ cộng đồng đối với phụ nữ có thai hoặc đang nuôi con dưới 06 tháng tuổi, người già yếu, người bị bệnh hiểm nghèo, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng. Người bị kết án cải tạo không giam giữ phải thực hiện những nghĩa vụ quy định tại Luật thi hành án hình sự.",penalty_frame,4,truong hop nguoi bi phat cai tao khong giam giu khong co viec lam hoac bi mat viec lam trong thoi gian chap hanh hinh phat nay thi phai thuc hien mot so cong viec lao dong phuc vu cong dong trong thoi gian cai tao khong giam giu thoi gian lao dong phuc vu cong dong khong qua 04 gio trong mot ngay va khong qua 05 ngay trong 01 tuan khong ap dung bien phap lao dong phuc vu cong dong doi voi phu nu co thai hoac dang nuoi con duoi 06 thang tuoi nguoi gia yeu nguoi bi benh hiem ngheo nguoi khuyet tat nang hoac khuyet tat dac biet nang nguoi bi ket an cai tao khong giam giu phai thuc hien nhung nghia vu quy dinh tai luat thi hanh an hinh su
rule_article_37_clause_0,article_37,article_37_clause_0,Clause,37,,,Trục xuất là buộc người nước ngoài bị kết án phải rời khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam. Trục xuất được Tòa án áp dụng là hình phạt chính hoặc hình phạt bổ sung trong từng trường hợp cụ thể.,body,1,truc xuat la buoc nguoi nuoc ngoai bi ket an phai roi khoi lanh tho nuoc cong hoa xa hoi chu nghia viet nam truc xuat duoc toa an ap dung la hinh phat chinh hoac hinh phat bo sung trong tung truong hop cu the
rule_article_38_clause_1,article_38,article_38_clause_1,Clause,38,1,,"Tù có thời hạn là buộc người bị kết án phải chấp hành hình phạt tại cơ sở giam giữ trong một thời hạn nhất định. Tù có thời hạn đối với người phạm một tội có mức tối thiểu là 03 tháng và mức tối đa là 20 năm. Thời gian tạm giữ, tạm giam được trừ vào thời hạn chấp hành hình phạt tù, cứ 01 ngày tạm giữ, tạm giam bằng 01 ngày tù.",definition_or_list,1,tu co thoi han la buoc nguoi bi ket an phai chap hanh hinh phat tai co so giam giu trong mot thoi han nhat dinh tu co thoi han doi voi nguoi pham mot toi co muc toi thieu la 03 thang va muc toi da la 20 nam thoi gian tam giu tam giam duoc tru vao thoi han chap hanh hinh phat tu cu 01 ngay tam giu tam giam bang 01 ngay tu
rule_article_38_clause_2,article_38,article_38_clause_2,Clause,38,2,,Không áp dụng hình phạt tù có thời hạn đối với người lần đầu phạm tội ít nghiêm trọng do vô ý và có nơi cư trú rõ ràng.,exception_or_exemption,2,khong ap dung hinh phat tu co thoi han doi voi nguoi lan dau pham toi it nghiem trong do vo y va co noi cu tru ro rang
rule_article_39_clause_0,article_39,article_39_clause_0,Clause,39,,,"Tù chung thân là hình phạt tù không thời hạn được áp dụng đối với người phạm tội đặc biệt nghiêm trọng, nhưng chưa đến mức bị xử phạt tử hình. Không áp dụng hình phạt tù chung thân đối với người dưới 18 tuổi phạm tội.",body,1,tu chung than la hinh phat tu khong thoi han duoc ap dung doi voi nguoi pham toi dac biet nghiem trong nhung chua den muc bi xu phat tu hinh khong ap dung hinh phat tu chung than doi voi nguoi duoi 18 tuoi pham toi
rule_article_40_clause_1,article_40,article_40_clause_1,Clause,40,1,,"Tử hình là hình phạt đặc biệt chỉ áp dụng đối với người phạm tội đặc biệt nghiêm trọng thuộc một trong nhóm các tội xâm phạm an ninh quốc gia, xâm phạm tính mạng con người, các tội phạm về ma túy, tham nhũng và một số tội phạm đặc biệt nghiêm trọng khác do Bộ luật này quy định.",definition_or_list,1,tu hinh la hinh phat dac biet chi ap dung doi voi nguoi pham toi dac biet nghiem trong thuoc mot trong nhom cac toi xam pham an ninh quoc gia xam pham tinh mang con nguoi cac toi pham ve ma tuy tham nhung va mot so toi pham dac biet nghiem trong khac do bo luat nay quy dinh
rule_article_40_clause_2,article_40,article_40_clause_2,Clause,40,2,,"Không áp dụng hình phạt tử hình đối với người dưới 18 tuổi khi phạm tội, phụ nữ có thai, phụ nữ đang nuôi con dưới 36 tháng tuổi hoặc người đủ 75 tuổi trở lên khi phạm tội hoặc khi xét xử.",exception_or_exemption,2,khong ap dung hinh phat tu hinh doi voi nguoi duoi 18 tuoi khi pham toi phu nu co thai phu nu dang nuoi con duoi 36 thang tuoi hoac nguoi du 75 tuoi tro len khi pham toi hoac khi xet xu
rule_article_40_clause_3,article_40,article_40_clause_3,Clause,40,3,,Không thi hành án tử hình đối với người bị kết án nếu thuộc một trong các trường hợp sau đây: a) Phụ nữ có thai hoặc phụ nữ đang nuôi con dưới 36 tháng tuổi; b) Người đủ 75 tuổi trở lên; c) Người mắc bệnh ung thư giai đoạn cuối.,condition_or_rule,3,khong thi hanh an tu hinh doi voi nguoi bi ket an neu thuoc mot trong cac truong hop sau day a phu nu co thai hoac phu nu dang nuoi con duoi 36 thang tuoi b nguoi du 75 tuoi tro len c nguoi mac benh ung thu giai doan cuoi
rule_article_40_clause_4,article_40,article_40_clause_4,Clause,40,4,,"Trong trường hợp quy định tại khoản 3 Điều này hoặc trường hợp người bị kết án tử hình được ân giảm, thì hình phạt tử hình được chuyển thành tù chung thân.",condition_or_rule,4,trong truong hop quy dinh tai khoan 3 dieu nay hoac truong hop nguoi bi ket an tu hinh duoc an giam thi hinh phat tu hinh duoc chuyen thanh tu chung than
rule_article_41_clause_0,article_41,article_41_clause_0,Clause,41,,,"Cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định được áp dụng khi xét thấy nếu để người bị kết án đảm nhiệm chức vụ, hành nghề hoặc làm công việc đó thì có thể gây nguy hại cho xã hội. Thời hạn cấm là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù hoặc từ ngày bản án có hiệu lực pháp luật nếu hình phạt chính là cảnh cáo, phạt tiền, cải tạo không giam giữ hoặc trong trường hợp người bị kết án được hưởng án treo.",body,1,cam dam nhiem chuc vu cam hanh nghe hoac lam cong viec nhat dinh duoc ap dung khi xet thay neu de nguoi bi ket an dam nhiem chuc vu hanh nghe hoac lam cong viec do thi co the gay nguy hai cho xa hoi thoi han cam la tu 01 nam den 05 nam ke tu ngay chap hanh xong hinh phat tu hoac tu ngay ban an co hieu luc phap luat neu hinh phat chinh la canh cao phat tien cai tao khong giam giu hoac trong truong hop nguoi bi ket an duoc huong an treo
rule_article_42_clause_0,article_42,article_42_clause_0,Clause,42,,,"Cấm cư trú là buộc người bị kết án phạt tù không được tạm trú hoặc thường trú ở một số địa phương nhất định. Thời hạn cấm cư trú là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù.",body,1,cam cu tru la buoc nguoi bi ket an phat tu khong duoc tam tru hoac thuong tru o mot so dia phuong nhat dinh thoi han cam cu tru la tu 01 nam den 05 nam ke tu ngay chap hanh xong hinh phat tu
rule_article_43_clause_0,article_43,article_43_clause_0,Clause,43,,,"Quản chế là buộc người bị kết án phạt tù phải cư trú, làm ăn sinh sống và cải tạo ở một địa phương nhất định dưới sự kiểm soát, giáo dục của chính quyền và nhân dân địa phương. Trong thời gian quản chế, người bị kết án không được tự ý ra khỏi nơi cư trú, bị tước một số quyền công dân theo quy định tại Điều 44 của Bộ luật này và bị cấm hành nghề hoặc làm công việc nhất định. Quản chế được áp dụng đối với người phạm tội xâm phạm an ninh quốc gia, người tái phạm nguy hiểm hoặc trong những trường hợp khác do Bộ luật này quy định. Thời hạn quản chế là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù.",body,1,quan che la buoc nguoi bi ket an phat tu phai cu tru lam an sinh song va cai tao o mot dia phuong nhat dinh duoi su kiem soat giao duc cua chinh quyen va nhan dan dia phuong trong thoi gian quan che nguoi bi ket an khong duoc tu y ra khoi noi cu tru bi tuoc mot so quyen cong dan theo quy dinh tai dieu 44 cua bo luat nay va bi cam hanh nghe hoac lam cong viec nhat dinh quan che duoc ap dung doi voi nguoi pham toi xam pham an ninh quoc gia nguoi tai pham nguy hiem hoac trong nhung truong hop khac do bo luat nay quy dinh thoi han quan che la tu 01 nam den 05 nam ke tu ngay chap hanh xong hinh phat tu
rule_article_44_clause_1,article_44,article_44_clause_1,Clause,44,1,,"Công dân Việt Nam bị kết án phạt tù về tội xâm phạm an ninh quốc gia hoặc tội phạm khác trong những trường hợp do Bộ luật này quy định, thì bị tước một hoặc một số quyền công dân sau đây: a) Quyền ứng cử đại biểu cơ quan quyền lực Nhà nước; b) Quyền làm việc trong các cơ quan nhà nước và quyền phục vụ trong lực lượng vũ trang nhân dân.",condition_or_rule,1,cong dan viet nam bi ket an phat tu ve toi xam pham an ninh quoc gia hoac toi pham khac trong nhung truong hop do bo luat nay quy dinh thi bi tuoc mot hoac mot so quyen cong dan sau day a quyen ung cu dai bieu co quan quyen luc nha nuoc b quyen lam viec trong cac co quan nha nuoc va quyen phuc vu trong luc luong vu trang nhan dan
rule_article_44_clause_2,article_44,article_44_clause_2,Clause,44,2,,"Thời hạn tước một số quyền công dân là từ 01 năm đến 05 năm, kể từ ngày chấp hành xong hình phạt tù hoặc kể từ ngày bản án có hiệu lực pháp luật trong trường hợp người bị kết án được hưởng án treo.",definition_or_list,2,thoi han tuoc mot so quyen cong dan la tu 01 nam den 05 nam ke tu ngay chap hanh xong hinh phat tu hoac ke tu ngay ban an co hieu luc phap luat trong truong hop nguoi bi ket an duoc huong an treo
rule_article_45_clause_0,article_45,article_45_clause_0,Clause,45,,,"Tịch thu tài sản là tước một phần hoặc toàn bộ tài sản thuộc sở hữu của người bị kết án để nộp vào ngân sách nhà nước. Tịch thu tài sản chỉ được áp dụng đối với người bị kết án về tội phạm nghiêm trọng, tội phạm rất nghiêm trọng hoặc tội phạm đặc biệt nghiêm trọng xâm phạm an ninh quốc gia, tội phạm về ma túy, tham nhũng hoặc tội phạm khác do Bộ luật này quy định. Khi tịch thu toàn bộ tài sản vẫn để cho người bị kết án và gia đình họ có điều kiện sinh sống.",body,1,tich thu tai san la tuoc mot phan hoac toan bo tai san thuoc so huu cua nguoi bi ket an de nop vao ngan sach nha nuoc tich thu tai san chi duoc ap dung doi voi nguoi bi ket an ve toi pham nghiem trong toi pham rat nghiem trong hoac toi pham dac biet nghiem trong xam pham an ninh quoc gia toi pham ve ma tuy tham nhung hoac toi pham khac do bo luat nay quy dinh khi tich thu toan bo tai san van de cho nguoi bi ket an va gia dinh ho co dieu kien sinh song
rule_article_46_clause_1,article_46,article_46_clause_1,Clause,46,1,,"Biện pháp tư pháp đối với người phạm tội bao gồm: a) Tịch thu vật, tiền trực tiếp liên quan đến tội phạm; b) Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi; c) Bắt buộc chữa bệnh.",definition_or_list,1,bien phap tu phap doi voi nguoi pham toi bao gom a tich thu vat tien truc tiep lien quan den toi pham b tra lai tai san sua chua hoac boi thuong thiet hai buoc cong khai xin loi c bat buoc chua benh
rule_article_46_clause_2,article_46,article_46_clause_2,Clause,46,2,,"Biện pháp tư pháp đối với pháp nhân thương mại phạm tội bao gồm: a) Tịch thu vật, tiền trực tiếp liên quan đến tội phạm; b) Trả lại tài sản, sửa chữa hoặc bồi thường thiệt hại; buộc công khai xin lỗi; c) Khôi phục lại tình trạng ban đầu; d) Thực hiện một số biện pháp nhằm khắc phục, ngăn chặn hậu quả tiếp tục xảy ra.",definition_or_list,2,bien phap tu phap doi voi phap nhan thuong mai pham toi bao gom a tich thu vat tien truc tiep lien quan den toi pham b tra lai tai san sua chua hoac boi thuong thiet hai buoc cong khai xin loi c khoi phuc lai tinh trang ban dau d thuc hien mot so bien phap nham khac phuc ngan chan hau qua tiep tuc xay ra
rule_article_47_clause_1,article_47,article_47_clause_1,Clause,47,1,,"Việc tịch thu sung vào ngân sách nhà nước hoặc tịch thu tiêu hủy được áp dụng đối với: a) Công cụ, phương tiện dùng vào việc phạm tội; b) Vật hoặc tiền do phạm tội hoặc do mua bán, đổi chác những thứ ấy mà có; khoản thu lợi bất chính từ việc phạm tội; c) Vật thuộc loại Nhà nước cấm tàng trữ, cấm lưu hành.",condition_or_rule,1,viec tich thu sung vao ngan sach nha nuoc hoac tich thu tieu huy duoc ap dung doi voi a cong cu phuong tien dung vao viec pham toi b vat hoac tien do pham toi hoac do mua ban doi chac nhung thu ay ma co khoan thu loi bat chinh tu viec pham toi c vat thuoc loai nha nuoc cam tang tru cam luu hanh
rule_article_47_clause_2,article_47,article_47_clause_2,Clause,47,2,,"Đối với vật, tiền bị người phạm tội chiếm đoạt hoặc sử dụng trái phép, thì không tịch thu mà trả lại cho chủ sở hữu hoặc người quản lý hợp pháp.",condition_or_rule,2,doi voi vat tien bi nguoi pham toi chiem doat hoac su dung trai phep thi khong tich thu ma tra lai cho chu so huu hoac nguoi quan ly hop phap
rule_article_47_clause_3,article_47,article_47_clause_3,Clause,47,3,,"Vật, tiền là tài sản của người khác, nếu người này có lỗi trong việc để cho người phạm tội sử dụng vào việc thực hiện tội phạm, thì có thể bị tịch thu.",definition_or_list,3,vat tien la tai san cua nguoi khac neu nguoi nay co loi trong viec de cho nguoi pham toi su dung vao viec thuc hien toi pham thi co the bi tich thu
rule_article_48_clause_1,article_48,article_48_clause_1,Clause,48,1,,"Người phạm tội phải trả lại tài sản đã chiếm đoạt cho chủ sở hữu hoặc người quản lý hợp pháp, phải sửa chữa hoặc bồi thường thiệt hại vật chất đã được xác định do hành vi phạm tội gây ra.",condition_or_rule,1,nguoi pham toi phai tra lai tai san da chiem doat cho chu so huu hoac nguoi quan ly hop phap phai sua chua hoac boi thuong thiet hai vat chat da duoc xac dinh do hanh vi pham toi gay ra
rule_article_48_clause_2,article_48,article_48_clause_2,Clause,48,2,,"Trong trường hợp phạm tội gây thiệt hại về tinh thần, Tòa án buộc người phạm tội phải bồi thường về vật chất, công khai xin lỗi người bị hại.",condition_or_rule,2,trong truong hop pham toi gay thiet hai ve tinh than toa an buoc nguoi pham toi phai boi thuong ve vat chat cong khai xin loi nguoi bi hai
rule_article_49_clause_1,article_49,article_49_clause_1,Clause,49,1,,"Đối với người thực hiện hành vi nguy hiểm cho xã hội trong khi mắc bệnh quy định tại Điều 21 của Bộ luật này, Viện kiểm sát hoặc Tòa án căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh.",condition_or_rule,1,doi voi nguoi thuc hien hanh vi nguy hiem cho xa hoi trong khi mac benh quy dinh tai dieu 21 cua bo luat nay vien kiem sat hoac toa an can cu vao ket luan giam dinh phap y giam dinh phap y tam than co the quyet dinh dua ho vao mot co so kham benh chua benh de bat buoc chua benh
rule_article_49_clause_2,article_49,article_49_clause_2,Clause,49,2,,"Đối với người phạm tội trong khi có năng lực trách nhiệm hình sự nhưng trước khi bị kết án đã mắc bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, người đó có thể phải chịu trách nhiệm hình sự.",condition_or_rule,2,doi voi nguoi pham toi trong khi co nang luc trach nhiem hinh su nhung truoc khi bi ket an da mac benh toi muc mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh thi can cu vao ket luan giam dinh phap y giam dinh phap y tam than toa an co the quyet dinh dua ho vao mot co so kham benh chua benh de bat buoc chua benh sau khi co ket luan khoi benh hoac co ket luan du kha nang nhan thuc du kha nang dieu khien hanh vi nguoi do co the phai chiu trach nhiem hinh su
rule_article_49_clause_3,article_49,article_49_clause_3,Clause,49,3,,"Đối với người đang chấp hành hình phạt tù mà bị bệnh tới mức mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì căn cứ vào kết luận giám định pháp y, giám định pháp y tâm thần, Tòa án có thể quyết định đưa họ vào một cơ sở khám bệnh, chữa bệnh để bắt buộc chữa bệnh. Sau khi có kết luận khỏi bệnh hoặc có kết luận đủ khả năng nhận thức, đủ khả năng điều khiển hành vi, nếu không có lý do khác để miễn chấp hành hình phạt, thì người đó phải tiếp tục chấp hành hình phạt. Thời gian bắt buộc chữa bệnh được trừ vào thời hạn chấp hành hình phạt tù.",condition_or_rule,3,doi voi nguoi dang chap hanh hinh phat tu ma bi benh toi muc mat kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh thi can cu vao ket luan giam dinh phap y giam dinh phap y tam than toa an co the quyet dinh dua ho vao mot co so kham benh chua benh de bat buoc chua benh sau khi co ket luan khoi benh hoac co ket luan du kha nang nhan thuc du kha nang dieu khien hanh vi neu khong co ly do khac de mien chap hanh hinh phat thi nguoi do phai tiep tuc chap hanh hinh phat thoi gian bat buoc chua benh duoc tru vao thoi han chap hanh hinh phat tu
rule_article_50_clause_1,article_50,article_50_clause_1,Clause,50,1,,"Khi quyết định hình phạt, Tòa án căn cứ vào quy định của Bộ luật này, cân nhắc tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, nhân thân người phạm tội, các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự.",condition_or_rule,1,khi quyet dinh hinh phat toa an can cu vao quy dinh cua bo luat nay can nhac tinh chat va muc do nguy hiem cho xa hoi cua hanh vi pham toi nhan than nguoi pham toi cac tinh tiet giam nhe va tang nang trach nhiem hinh su
rule_article_50_clause_2,article_50,article_50_clause_2,Clause,50,2,,"Khi quyết định áp dụng hình phạt tiền, ngoài căn cứ quy định tại khoản 1 Điều này, Tòa án căn cứ vào tình hình tài sản, khả năng thi hành của người phạm tội.",condition_or_rule,2,khi quyet dinh ap dung hinh phat tien ngoai can cu quy dinh tai khoan 1 dieu nay toa an can cu vao tinh hinh tai san kha nang thi hanh cua nguoi pham toi
rule_article_51_clause_1,article_51,article_51_clause_1,Clause,51,1,,"Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự: a) Người phạm tội đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm; b) Người phạm tội tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả; c) Phạm tội trong trường hợp vượt quá giới hạn phòng vệ chính đáng; d) Phạm tội trong trường hợp vượt quá yêu cầu của tình thế cấp thiết; đ) Phạm tội trong trường hợp vượt quá mức cần thiết khi bắt giữ người phạm tội; e) Phạm tội trong trường hợp bị kích động về tinh thần do hành vi trái pháp luật của nạn nhân gây ra; g) Phạm tội vì hoàn cảnh đặc biệt khó khăn mà không phải do mình tự gây ra; h) Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn; i) Phạm tội lần đầu và thuộc trường hợp ít nghiêm trọng; k) Phạm tội vì bị người khác đe dọa hoặc cưỡng bức; l) Phạm tội trong trường hợp bị hạn chế khả năng nhận thức mà không phải do lỗi của mình gây ra; m) Phạm tội do lạc hậu; n) Người phạm tội là phụ nữ có thai; o) Người phạm tội là người đủ 70 tuổi trở lên; p) Người phạm tội là người khuyết tật nặng hoặc khuyết tật đặc biệt nặng; q) Người phạm tội là người có bệnh bị hạn chế khả năng nhận thức hoặc khả năng điều khiển hành vi của mình; r) Người phạm tội tự thú; s) Người phạm tội thành khẩn khai báo, ăn năn hối cải; t) Người phạm tội tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án; u) Người phạm tội đã lập công chuộc tội; v) Người phạm tội là người có thành tích xuất sắc trong sản xuất, chiến đấu, học tập hoặc công tác; x) Người phạm tội là người có công với cách mạng hoặc là cha, mẹ, vợ, chồng, con của liệt sĩ.",definition_or_list,1,cac tinh tiet sau day la tinh tiet giam nhe trach nhiem hinh su a nguoi pham toi da ngan chan hoac lam giam bot tac hai cua toi pham b nguoi pham toi tu nguyen sua chua boi thuong thiet hai hoac khac phuc hau qua c pham toi trong truong hop vuot qua gioi han phong ve chinh dang d pham toi trong truong hop vuot qua yeu cau cua tinh the cap thiet d pham toi trong truong hop vuot qua muc can thiet khi bat giu nguoi pham toi e pham toi trong truong hop bi kich dong ve tinh than do hanh vi trai phap luat cua nan nhan gay ra g pham toi vi hoan canh dac biet kho khan ma khong phai do minh tu gay ra h pham toi nhung chua gay thiet hai hoac gay thiet hai khong lon i pham toi lan dau va thuoc truong hop it nghiem trong k pham toi vi bi nguoi khac de doa hoac cuong buc l pham toi trong truong hop bi han che kha nang nhan thuc ma khong phai do loi cua minh gay ra m pham toi do lac hau n nguoi pham toi la phu nu co thai o nguoi pham toi la nguoi du 70 tuoi tro len p nguoi pham toi la nguoi khuyet tat nang hoac khuyet tat dac biet nang q nguoi pham toi la nguoi co benh bi han che kha nang nhan thuc hoac kha nang dieu khien hanh vi cua minh r nguoi pham toi tu thu s nguoi pham toi thanh khan khai bao an nan hoi cai t nguoi pham toi tich cuc hop tac voi co quan co trach nhiem trong viec phat hien toi pham hoac trong qua trinh giai quyet vu an u nguoi pham toi da lap cong chuoc toi v nguoi pham toi la nguoi co thanh tich xuat sac trong san xuat chien dau hoc tap hoac cong tac x nguoi pham toi la nguoi co cong voi cach mang hoac la cha me vo chong con cua liet si
rule_article_51_clause_2,article_51,article_51_clause_2,Clause,51,2,,"Khi quyết định hình phạt, Tòa án có thể coi đầu thú hoặc tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án.",definition_or_list,2,khi quyet dinh hinh phat toa an co the coi dau thu hoac tinh tiet khac la tinh tiet giam nhe nhung phai ghi ro ly do giam nhe trong ban an
rule_article_51_clause_3,article_51,article_51_clause_3,Clause,51,3,,Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.,definition_or_list,3,cac tinh tiet giam nhe da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung thi khong duoc coi la tinh tiet giam nhe trong khi quyet dinh hinh phat
